UniqueID,Field 25,author (from Imported table 2),journal (from Imported table 2),year (from Imported table 2),sample,positives,prevalence,bat_species,virus_genus,virus_subgenus,virus_species,virus_strain,detection_type,study_type,detection_method,method_specific,single/multiple PCR method,Primers,gene_targets,Terminal sampling?,tissue,country,state,site,longitude,latitude,sample_year,start_year,start_month,end_year,end_month,sample_season,# Sampling Trips,Sex Info?,Habitat Disturbance Info?,Coinfection Info?,Flag,Entered by,Last modified
943,detection of the severe acute respiratory syndrome-related coronavirus and alphacoronavirus in the bat population of taiwan,Chen et al.,Zoonoses Public Health,2016,22,5,0.227273,Myotis fimbriatus taiwanensis,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp,,faeces,Taiwan,"Wulai, Dongshan","Woods (Wulai), irrigation culvert (Dongshan)","121°33'05″E (Wulai), 120°25'27″E (Dongshan)","24°51'50″N (Wulai), 23°19'04″N (Dongshan)",,2014,March,2014,October,,2,Y,,,,VERENA Admin,7/19/2021 11:06am
944,detection of the severe acute respiratory syndrome-related coronavirus and alphacoronavirus in the bat population of taiwan,Chen et al.,Zoonoses Public Health,2016,2,0,0,Myotis laniger,alphacoronavirus or betacoronavirus,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp,,faeces,Taiwan,Miaoli,Woods,121°00'45″E,24°25'35″N,2014,,,,,August,,Y,,,,VERENA Admin,7/19/2021 11:06am
945,detection of the severe acute respiratory syndrome-related coronavirus and alphacoronavirus in the bat population of taiwan,Chen et al.,Zoonoses Public Health,2016,2,0,0,Myotis rufoniger,alphacoronavirus or betacoronavirus,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp,,faeces,Taiwan,Dong'ao,Woods,121°49'53″E,24°31' 55″N,2014,,,,,August,,Y,,,,VERENA Admin,7/19/2021 11:06am
946,detection of the severe acute respiratory syndrome-related coronavirus and alphacoronavirus in the bat population of taiwan,Chen et al.,Zoonoses Public Health,2016,9,0,0,Myotis secundus,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp,,faeces,Taiwan,"Nan'ao, Miaoli",Woods,"121°46'2″E (Nan'ao), 121°00'45″E (Miaoli)","24°31'9″N (Nan'ao), 24°25'35″N (Miaoli)",,2014,April,2014,July,,3,Y,,,,VERENA Admin,7/19/2021 11:06am
947,detection of the severe acute respiratory syndrome-related coronavirus and alphacoronavirus in the bat population of taiwan,Chen et al.,Zoonoses Public Health,2016,1,0,0,Pipistrellus abramus,alphacoronavirus or betacoronavirus,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp,,faeces,Taiwan,Jhutang,palm trees in an elementary school,120°23'12″E,24°25'35″N,2013,,,,,September,,Y,,,,VERENA Admin,7/19/2021 11:06am
948,detection of the severe acute respiratory syndrome-related coronavirus and alphacoronavirus in the bat population of taiwan,Chen et al.,Zoonoses Public Health,2016,3,0,0,Pipistrellus montanus,alphacoronavirus or betacoronavirus,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp,,faeces,Taiwan,Miaoli,Woods,121°00'45″E,24°25'35″N,2014,,,,,July,,Y,,,,VERENA Admin,7/19/2021 11:06am
949,detection of the severe acute respiratory syndrome-related coronavirus and alphacoronavirus in the bat population of taiwan,Chen et al.,Zoonoses Public Health,2016,3,0,0,Pipistrellus taiwanesis,alphacoronavirus or betacoronavirus,,,,pooled,longitudinal,RNA,nested RT-PCR,multiple,,RdRp,,faeces,Taiwan,Miaoli,Woods,121°00'45″E,24°25'35″N,,2014,August,2014,September,,2,Y,,,,VERENA Admin,7/19/2021 11:06am
950,detection of the severe acute respiratory syndrome-related coronavirus and alphacoronavirus in the bat population of taiwan,Chen et al.,Zoonoses Public Health,2016,7,1,0.142857,Plecotus taivanus,alphacoronavirus or betacoronavirus,,,,pooled,longitudinal,RNA,nested RT-PCR,multiple,,RdRp,,faeces,Taiwan,Miaoli,Woods,121°00'45″E,24°25'35″N,,2014,July,2014,September,,2,Y,,,,VERENA Admin,7/19/2021 11:06am
951,detection of the severe acute respiratory syndrome-related coronavirus and alphacoronavirus in the bat population of taiwan,Chen et al.,Zoonoses Public Health,2016,48,21,0.4375,Scotophilus kuhlii,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp,,faeces,Taiwan,"Jhutang, Beigang","palm trees in an elementary school (Jhutang), palm trees in a sugar factory (Beigang)","120°23'12″E (Jhutang), 120°17'51″E (Beigang)","23°50'51″N (Jhutang), 23°34'05″N (Beigang)",,2013,September,2014,September,,2,Y,,,,VERENA Admin,7/19/2021 11:06am
952,detection of the severe acute respiratory syndrome-related coronavirus and alphacoronavirus in the bat population of taiwan,Chen et al.,Zoonoses Public Health,2016,3,1,0.333333,Submyotodon latirostris,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp,,faeces,Taiwan,"Nan'ao, Miaoli",Woods,"121°46'2″E (Nan'ao), 121°00'45″E (Miaoli)","24°31'9″N (Nan'ao), 24°25'35″N (Miaoli)",,2014,June,2014,October,,3,Y,,,,VERENA Admin,7/19/2021 11:06am
953,detection of the severe acute respiratory syndrome-related coronavirus and alphacoronavirus in the bat population of taiwan,Chen et al.,Zoonoses Public Health,2016,34,8,0.235294,Scotophilus kuhlii,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp,,faeces,Taiwan,"Jhutang, Beigang","palm trees in an elementary school (Jhutang), palm trees in a sugar factory (Beigang)","120°23'12″E (Jhutang), 120°17'51″E (Beigang)","23°50'51″N (Jhutang), 23°34'05″N (Beigang)",,2013,September,2014,September,,2,Y,,,,VERENA Admin,7/19/2021 11:06am
954,detection of the severe acute respiratory syndrome-related coronavirus and alphacoronavirus in the bat population of taiwan,Chen et al.,Zoonoses Public Health,2016,30,3,0.1,Myotis formosus flavus,alphacoronavirus or betacoronavirus,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp,,faeces,Taiwan,Shuilin,Ficus trees in an elementary school ,120°15'40″E,23°37'14″N,,2014,,,,June,,Y,,,,VERENA Admin,7/19/2021 11:06am
958,discovery and genetic analysis of novel coronaviruses in least horseshoe bats in southwestern china,Wang et al.,Emerg Microbes Infect,2017,10,0,0,Rhinolophus luctus,alphacoronavirus or betacoronavirus,,,,single,cross-sectional,RNA,RT-PCR,single,,RdRp,,urine,China,Yunnan,Tengchong,,,2012,,,,,,,,,,,Binqi Chen,3/13/2021 6:05pm
959,discovery and genetic analysis of novel coronaviruses in least horseshoe bats in southwestern china,Wang et al.,Emerg Microbes Infect,2017,10,0,0,Rhinolophus luctus,alphacoronavirus or betacoronavirus,,,,single,cross-sectional,RNA,RT-PCR,single,,RdRp,,faeces,China,Yunnan,Tengchong,,,2012,,,,,,,,,,,Binqi Chen,3/13/2021 6:05pm
960,discovery and genetic analysis of novel coronaviruses in least horseshoe bats in southwestern china,Wang et al.,Emerg Microbes Infect,2017,10,0,0,Rhinolophus affinis,alphacoronavirus or betacoronavirus,,,,single,cross-sectional,RNA,RT-PCR,single,,RdRp,,urine,China,Yunnan,Tengchong,,,2012,,,,,,,,,,,Binqi Chen,3/13/2021 6:05pm
961,discovery and genetic analysis of novel coronaviruses in least horseshoe bats in southwestern china,Wang et al.,Emerg Microbes Infect,2017,10,0,0,Rhinolophus affinis,alphacoronavirus or betacoronavirus,,,,single,cross-sectional,RNA,RT-PCR,single,,RdRp,,faeces,China,Yunnan,Tengchong,,,2012,,,,,,,,,,,Binqi Chen,3/13/2021 6:05pm
962,discovery and genetic analysis of novel coronaviruses in least horseshoe bats in southwestern china,Wang et al.,Emerg Microbes Infect,2017,10,0,0,Rhinolophus pusillus,alphacoronavirus or betacoronavirus,,,,single,cross-sectional,RNA,RT-PCR,single,,RdRp,,urine,China,Yunnan,Tengchong,,,2012,,,,,,,,,,,Binqi Chen,3/13/2021 6:05pm
963,discovery and genetic analysis of novel coronaviruses in least horseshoe bats in southwestern china,Wang et al.,Emerg Microbes Infect,2017,10,4,0.4,Rhinolophus pusillus,betacoronavirus ,Sarbecovirus,,,single,cross-sectional,RNA,RT-PCR,single,,RdRp,,faeces,China,Yunnan,Tengchong,,,2012,,,,,,,,,,,Binqi Chen,3/13/2021 6:05pm
973,discovery and genetic analysis of novel coronaviruses in least horseshoe bats in southwestern china,Wang et al.,Emerg Microbes Infect,2017,10,1,0.1,Rhinolophus pusillus,Coronavirus genus not specified,,,,single,cross-sectional,RNA,RT-PCR,single,,RdRp,,faeces,China,Yunnan,Tengchong,,,2012,,,,,,,,,,,VERENA Admin,1/4/2022 1:00pm
964,discovery and genetic analysis of novel coronaviruses in least horseshoe bats in southwestern china,Wang et al.,Emerg Microbes Infect,2017,10,0,0,Rhinolophus affinis,alphacoronavirus or betacoronavirus,,,,single,cross-sectional,RNA,RT-PCR,single,,RdRp,,urine,China,Yunnan,Mangshi ,,,2012,,,,,,,,,,,Binqi Chen,3/13/2021 6:05pm
965,discovery and genetic analysis of novel coronaviruses in least horseshoe bats in southwestern china,Wang et al.,Emerg Microbes Infect,2017,10,0,0,Rhinolophus affinis,alphacoronavirus or betacoronavirus,,,,single,cross-sectional,RNA,RT-PCR,single,,RdRp,,faeces,China,Yunnan,Mangshi ,,,2012,,,,,,,,,,,Binqi Chen,3/13/2021 6:05pm
966,discovery and genetic analysis of novel coronaviruses in least horseshoe bats in southwestern china,Wang et al.,Emerg Microbes Infect,2017,10,0,0,Rhinolophus pusillus,alphacoronavirus or betacoronavirus,,,,single,cross-sectional,RNA,RT-PCR,single,,RdRp,,urine,China,Yunnan,Mangshi ,,,2012,,,,,,,,,,,Binqi Chen,3/13/2021 6:05pm
967,discovery and genetic analysis of novel coronaviruses in least horseshoe bats in southwestern china,Wang et al.,Emerg Microbes Infect,2017,10,1,0.1,Rhinolophus pusillus,alphacoronavirus,,,,single,cross-sectional,RNA,RT-PCR,single,,RdRp,,faeces,China,Yunnan,Mangshi ,,,2012,,,,,,,,,,,Binqi Chen,3/13/2021 6:05pm
972,discovery and genetic analysis of novel coronaviruses in least horseshoe bats in southwestern china,Wang et al.,Emerg Microbes Infect,2017,10,1,0.1,Rhinolophus pusillus,betacoronavirus ,Sarbecovirus,,,single,cross-sectional,RNA,RT-PCR,single,,RdRp,,faeces,China,Yunnan,Mangshi ,,,2012,,,,,,,,,,,Binqi Chen,3/13/2021 6:05pm
968,discovery and genetic analysis of novel coronaviruses in least horseshoe bats in southwestern china,Wang et al.,Emerg Microbes Infect,2017,10,0,0,Myotis daubentonii,alphacoronavirus or betacoronavirus,,,,single,cross-sectional,RNA,RT-PCR,single,,RdRp,,urine,China,Yunnan,Mangshi ,,,2012,,,,,,,,,,,Binqi Chen,3/13/2021 6:05pm
969,discovery and genetic analysis of novel coronaviruses in least horseshoe bats in southwestern china,Wang et al.,Emerg Microbes Infect,2017,10,0,0,Myotis daubentonii,alphacoronavirus or betacoronavirus,,,,single,cross-sectional,RNA,RT-PCR,single,,RdRp,,faeces,China,Yunnan,Mangshi ,,,2012,,,,,,,,,,,Binqi Chen,3/13/2021 6:05pm
970,discovery and genetic analysis of novel coronaviruses in least horseshoe bats in southwestern china,Wang et al.,Emerg Microbes Infect,2017,6,0,0,Fruit bat,alphacoronavirus or betacoronavirus,,,,single,cross-sectional,RNA,RT-PCR,single,,RdRp,,urine,China,Yunnan,Wanding,,,2012,,,,,,,,,,,Binqi Chen,3/13/2021 6:05pm
971,discovery and genetic analysis of novel coronaviruses in least horseshoe bats in southwestern china,Wang et al.,Emerg Microbes Infect,2017,6,0,0,Fruit bat,alphacoronavirus or betacoronavirus,,,,single,cross-sectional,RNA,RT-PCR,single,,RdRp,,faeces,China,Yunnan,Wanding,,,2012,,,,,,,,,,,Binqi Chen,3/13/2021 6:05pm
984,discovery of a rich gene pool of bat sars-related coronaviruses provides new insights into the origin of sars coronavirus,Hu et al.,Plos Pathog,2017,14,1,0.071429,Rhinolophus sinicus,betacoronavirus ,Sarbecovirus,,,repeat,longitudinal,RNA,RT-PCR,single,,RdRp,,anal swab,China,Yunnan,Kunning city cave,,,2011,2011,April,2015,October,April,8,,,,,Binqi Chen,3/13/2021 6:05pm
985,discovery of a rich gene pool of bat sars-related coronaviruses provides new insights into the origin of sars coronavirus,Hu et al.,Plos Pathog,2017,8,3,0.375,Rhinolophus sinicus,betacoronavirus ,Sarbecovirus,,,repeat,longitudinal,RNA,RT-PCR,single,,RdRp,,anal swab,China,Yunnan,Kunning city cave,,,2011,2011,April,2015,October,October,8,,,,,Binqi Chen,3/13/2021 6:05pm
986,discovery of a rich gene pool of bat sars-related coronaviruses provides new insights into the origin of sars coronavirus,Hu et al.,Plos Pathog,2017,54,4,0.074074,Rhinolophus sinicus,betacoronavirus ,Sarbecovirus,,,repeat,longitudinal,RNA,RT-PCR,single,,RdRp,,faeces/anal swab,China,Yunnan,Kunning city cave,,,2012,2011,April,2015,October,May,8,,,,,Binqi Chen,3/13/2021 6:05pm
988,discovery of a rich gene pool of bat sars-related coronaviruses provides new insights into the origin of sars coronavirus,Hu et al.,Plos Pathog,2017,52,16,0.307692,Rhinolophus sinicus,betacoronavirus ,Sarbecovirus,,,repeat,longitudinal,RNA,RT-PCR,single,,RdRp,,faeces,China,Yunnan,Kunning city cave,,,2013,2011,April,2015,October,April,8,,,,,Binqi Chen,3/13/2021 6:05pm
989,discovery of a rich gene pool of bat sars-related coronaviruses provides new insights into the origin of sars coronavirus,Hu et al.,Plos Pathog,2017,115,8,0.069565,Rhinolophus sinicus,betacoronavirus ,Sarbecovirus,,,repeat,longitudinal,RNA,RT-PCR,single,,RdRp,,faeces/anal swab,China,Yunnan,Kunning city cave,,,2013,2011,April,2015,October,July,8,,,,,Binqi Chen,3/13/2021 6:05pm
990,discovery of a rich gene pool of bat sars-related coronaviruses provides new insights into the origin of sars coronavirus,Hu et al.,Plos Pathog,2017,19,4,0.210526,Rhinolophus sinicus,betacoronavirus ,Sarbecovirus,,,repeat,longitudinal,RNA,RT-PCR,single,,RdRp,,anal swab,China,Yunnan,Kunning city cave,,,2014,2011,April,2015,October,October,8,,,,,Binqi Chen,3/13/2021 6:05pm
991,discovery of a rich gene pool of bat sars-related coronaviruses provides new insights into the origin of sars coronavirus,Hu et al.,Plos Pathog,2017,25,5,0.2,Rhinolophus sinicus,betacoronavirus ,Sarbecovirus,,,repeat,longitudinal,RNA,RT-PCR,single,,RdRp,,anal swab,China,Yunnan,Kunning city cave,,,2015,2011,April,2015,October,October,8,,,,,Binqi Chen,3/13/2021 6:05pm
995,"""distant relatives of severe acute respiratory syndrome coronavirus and close relatives of human coronavirus 229e in bats, ghana""",Pfefferle et al.,Emerg Infect Dis,2009,212,0,0,Eidolon helvum,alphacoronavirus or betacoronavirus,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp,,faeces,Ghana,Kumasi,Zoo Kumasi ,"1°37""29.9""W","6°42'2.0""N",2008,,,,,February,,,,,,VERENA Admin,6/24/2021 1:18pm
996,"""distant relatives of severe acute respiratory syndrome coronavirus and close relatives of human coronavirus 229e in bats, ghana""",Pfefferle et al.,Emerg Infect Dis,2009,1,0,0,Pipistrellus nanulus,alphacoronavirus or betacoronavirus,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp,,faeces,Ghana,Kumasi,KNUST Botanical Garden Kumasi,"1°33'42.8""W","6°41'6.4""N",2008,,,,,February,,,,,,VERENA Admin,6/24/2021 1:18pm
997,"""distant relatives of severe acute respiratory syndrome coronavirus and close relatives of human coronavirus 229e in bats, ghana""",Pfefferle et al.,Emerg Infect Dis,2009,1,0,0,Glauconycteris beatrix,alphacoronavirus or betacoronavirus,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp,,faeces,Ghana,Kumasi,KNUST Botanical Garden Kumasi,"1°33'42.8""W","6°41'6.4""N",2008,,,,,February,,,,,,VERENA Admin,6/24/2021 1:18pm
998,"""distant relatives of severe acute respiratory syndrome coronavirus and close relatives of human coronavirus 229e in bats, ghana""",Pfefferle et al.,Emerg Infect Dis,2009,6,0,0,Chaerephon spp.,alphacoronavirus or betacoronavirus,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp,,faeces,Ghana,Bosumtwi,Lake Bosumtwi ,"1°24'41.5""W","6°32'22.3""N",2008,,,,,February,,,,,,VERENA Admin,6/24/2021 1:18pm
999,"""distant relatives of severe acute respiratory syndrome coronavirus and close relatives of human coronavirus 229e in bats, ghana""",Pfefferle et al.,Emerg Infect Dis,2009,1,0,0,Nycteris hispida,alphacoronavirus or betacoronavirus,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp,,faeces,Ghana,Bosumtwi,Lake Bosumtwi ,"1°24'41.5""W","6°32'22.3""N",2008,,,,,February,,,,,,VERENA Admin,6/24/2021 1:18pm
1000,"""distant relatives of severe acute respiratory syndrome coronavirus and close relatives of human coronavirus 229e in bats, ghana""",Pfefferle et al.,Emerg Infect Dis,2009,5,0,0,Pipistrellus nanus,alphacoronavirus or betacoronavirus,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp,,faeces,Ghana,Bosumtwi,Lake Bosumtwi ,"1°24'41.5""W","6°32'22.3""N",2008,,,,,February,,,,,,VERENA Admin,6/24/2021 1:18pm
1001,"""distant relatives of severe acute respiratory syndrome coronavirus and close relatives of human coronavirus 229e in bats, ghana""",Pfefferle et al.,Emerg Infect Dis,2009,1,0,0,Pipistrellus deserti,alphacoronavirus or betacoronavirus,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp,,faeces,Ghana,Bosumtwi,Lake Bosumtwi ,"1°24'41.5""W","6°32'22.3""N",2008,,,,,February,,,,,,VERENA Admin,6/24/2021 1:18pm
1002,"""distant relatives of severe acute respiratory syndrome coronavirus and close relatives of human coronavirus 229e in bats, ghana""",Pfefferle et al.,Emerg Infect Dis,2009,40,4,0.1,Hipposideros caffer ruber,alphacoronavirus,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp,,faeces,Ghana,Kwamang,Cave Kwamang,"1°16""W","6°58""N",2008,,,,,February,,,,,,Binqi Chen,3/28/2021 9:46pm
1009,"""distant relatives of severe acute respiratory syndrome coronavirus and close relatives of human coronavirus 229e in bats, ghana""",Pfefferle et al.,Emerg Infect Dis,2009,40,6,0.15,Hipposideros caffer ruber,betacoronavirus ,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp,,faeces,Ghana,Kwamang,Cave Kwamang,"1°16""W","6°58""N",2008,,,,,February,,,,,,Binqi Chen,3/28/2021 9:46pm
1003,"""distant relatives of severe acute respiratory syndrome coronavirus and close relatives of human coronavirus 229e in bats, ghana""",Pfefferle et al.,Emerg Infect Dis,2009,13,0,0,Hipposideros abae,alphacoronavirus or betacoronavirus,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp,,faeces,Ghana,Kwamang,Cave Kwamang,"1°16""W","6°58""N",2008,,,,,February,,,,,,VERENA Admin,6/24/2021 1:18pm
1004,"""distant relatives of severe acute respiratory syndrome coronavirus and close relatives of human coronavirus 229e in bats, ghana""",Pfefferle et al.,Emerg Infect Dis,2009,8,0,0,Hipposideros caffer ruber,alphacoronavirus or betacoronavirus,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp,,faeces,Ghana,"Booyem, Brong-Ahafo",Cave Booyem A," 1°59'16.5""W","7°43'24.9""N",2008,,,,,February,,,,,,VERENA Admin,6/24/2021 1:18pm
1005,"""distant relatives of severe acute respiratory syndrome coronavirus and close relatives of human coronavirus 229e in bats, ghana""",Pfefferle et al.,Emerg Infect Dis,2009,12,0,0,Coleura afra,alphacoronavirus or betacoronavirus,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp,,faeces,Ghana,"Booyem, Brong-Ahafo",Cave Booyem A," 1°59'16.5""W","7°43'24.9""N",2008,,,,,February,,,,,,VERENA Admin,6/24/2021 1:18pm
1006,"""distant relatives of severe acute respiratory syndrome coronavirus and close relatives of human coronavirus 229e in bats, ghana""",Pfefferle et al.,Emerg Infect Dis,2009,11,1,0.090909,Hipposideros caffer ruber,alphacoronavirus,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp,,faeces,Ghana,"Booyem, Brong-Ahafo",Cave Booyem B,"1°59'33.5""W","7°43'25.7""N",2008,,,,,February,,,,,,Binqi Chen,3/28/2021 9:47pm
1010,"""distant relatives of severe acute respiratory syndrome coronavirus and close relatives of human coronavirus 229e in bats, ghana""",Pfefferle et al.,Emerg Infect Dis,2009,11,1,0.090909,Hipposideros caffer ruber,betacoronavirus ,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp,,faeces,Ghana,"Booyem, Brong-Ahafo",Cave Booyem B,"1°59'33.5""W","7°43'25.7""N",2008,,,,,February,,,,,,Binqi Chen,3/28/2021 9:47pm
1007,"""distant relatives of severe acute respiratory syndrome coronavirus and close relatives of human coronavirus 229e in bats, ghana""",Pfefferle et al.,Emerg Infect Dis,2009,3,0,0,Hipposideros abae,alphacoronavirus or betacoronavirus,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp,,faeces,Ghana,"Booyem, Brong-Ahafo",Cave Booyem B,"1°59'33.5""W","7°43'25.7""N",2008,,,,,February,,,,,,VERENA Admin,6/24/2021 1:18pm
1008,"""distant relatives of severe acute respiratory syndrome coronavirus and close relatives of human coronavirus 229e in bats, ghana""",Pfefferle et al.,Emerg Infect Dis,2009,21,0,0,Coleura afra,alphacoronavirus or betacoronavirus,,,,single,cross-sectional,RNA,nested RT-PCR,multiple,,RdRp,,faeces,Ghana,"Booyem, Brong-Ahafo",Cave Booyem B,"1°59'33.5""W","7°43'25.7""N",2008,,,,,February,,,,,,VERENA Admin,6/24/2021 1:18pm
1018,identification of a lineage d betacoronavirus in cave nectar bats (eonycteris spelaea) in singapore and an overview of lineage d reservoir ecology in se asian bats,Mendenhall et al.,Transbound Emerg Dis,2017,1124,0,0,Eonycteris spelaea,alphacoronavirus or betacoronavirus,,,,pooled,longitudinal,RNA,RT-PCR,single,,RdRp,,faeces or urine,Singapore,,single colony,,,,2011,April,2015,June,,,N,Y,N,,VERENA Admin,7/19/2021 11:09am
1019,identification of a lineage d betacoronavirus in cave nectar bats (eonycteris spelaea) in singapore and an overview of lineage d reservoir ecology in se asian bats,Mendenhall et al.,Transbound Emerg Dis,2017,169,0,0,Eonycteris spelaea,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,rectal/oral swab,Singapore,,pool of 9 sites in Singapore,,,,2011,April,2014,March,,,N,Y,N,,VERENA Admin,7/19/2021 11:09am
1020,identification of a lineage d betacoronavirus in cave nectar bats (eonycteris spelaea) in singapore and an overview of lineage d reservoir ecology in se asian bats,Mendenhall et al.,Transbound Emerg Dis,2017,144,0,0,Cynopterus brachyotis,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,rectal/oral swab,Singapore,,pool of 9 sites in Singapore,,,,2011,April,2014,March,,,N,Y,N,,VERENA Admin,7/19/2021 11:09am
1021,identification of a lineage d betacoronavirus in cave nectar bats (eonycteris spelaea) in singapore and an overview of lineage d reservoir ecology in se asian bats,Mendenhall et al.,Transbound Emerg Dis,2017,79,0,0,Penthetor lucasi,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,rectal/oral swab,Singapore,,pool of 9 sites in Singapore,,,,2011,April,2014,March,,,N,Y,N,,Binqi Chen,6/21/2021 2:08pm
1022,identification of a lineage d betacoronavirus in cave nectar bats (eonycteris spelaea) in singapore and an overview of lineage d reservoir ecology in se asian bats,Mendenhall et al.,Transbound Emerg Dis,2017,2,0,0,Macroglossus minimus,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,rectal/oral swab,Singapore,,pool of 9 sites in Singapore,,,,2011,April,2014,March,,,N,Y,N,,Binqi Chen,6/21/2021 2:08pm
1023,identification of a lineage d betacoronavirus in cave nectar bats (eonycteris spelaea) in singapore and an overview of lineage d reservoir ecology in se asian bats,Mendenhall et al.,Transbound Emerg Dis,2017,36,0,0,Rhinolophus lepidus,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,rectal/oral swab,Singapore,,pool of 9 sites in Singapore,,,,2011,April,2014,March,,,N,Y,N,,Binqi Chen,6/21/2021 2:08pm
1024,identification of a lineage d betacoronavirus in cave nectar bats (eonycteris spelaea) in singapore and an overview of lineage d reservoir ecology in se asian bats,Mendenhall et al.,Transbound Emerg Dis,2017,1,0,0,Myotis sp.,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,rectal/oral swab,Singapore,,pool of 9 sites in Singapore,,,,2011,April,2014,March,,,N,Y,N,,Binqi Chen,6/21/2021 2:08pm
1025,identification of a novel coronavirus in bats,Poon et al.,Journal of Virology,2005,15,0,0,Cynopterus sphinx,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,respiratory swab,China,Hong Kong,three different geographic locations,,,,2003,,2004,,Summer,,N,"Y, natural reservoirs or country parks",N,,VERENA Admin,7/19/2021 11:09am
1026,identification of a novel coronavirus in bats,Poon et al.,Journal of Virology,2005,15,0,0,Cynopterus sphinx,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,fecal swab,China,Hong Kong,three different geographic locations,,,,2003,,2004,,Summer,,N,"Y, natural reservoirs or country parks",N,,VERENA Admin,7/19/2021 11:09am
1027,identification of a novel coronavirus in bats,Poon et al.,Journal of Virology,2005,4,0,0,Hipposideros armiger,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,respiratory swab,China,Hong Kong,three different geographic locations,,,,2003,,2004,,Summer,,N,"Y, natural reservoirs or country parks",N,,VERENA Admin,7/19/2021 11:09am
1028,identification of a novel coronavirus in bats,Poon et al.,Journal of Virology,2005,4,0,0,Hipposideros armiger,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,fecal swab,China,Hong Kong,three different geographic locations,,,,2003,,2004,,Summer,,N,"Y, natural reservoirs or country parks",N,,VERENA Admin,7/19/2021 11:09am
1029,identification of a novel coronavirus in bats,Poon et al.,Journal of Virology,2005,3,0,0,Hipposideros pomona,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,respiratory swab,China,Hong Kong,three different geographic locations,,,,2003,,2004,,Summer,,N,"Y, natural reservoirs or country parks",N,,VERENA Admin,7/19/2021 11:09am
1030,identification of a novel coronavirus in bats,Poon et al.,Journal of Virology,2005,3,0,0,Hipposideros pomona,alphacoronavirus or betacoronavirus,,,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,fecal swab,China,Hong Kong,three different geographic locations,,,,2003,,2004,,Summer,,N,"Y, natural reservoirs or country parks",N,,VERENA Admin,7/19/2021 11:09am
1031,identification of a novel coronavirus in bats,Poon et al.,Journal of Virology,2005,16,1,0.0625,Miniopterus magnater,alphacoronavirus,,bat,,pooled,cross-sectional,RNA,RT-PCR,single,,RdRp,,respiratory swab,China,Hong Kong,three different geographic locations,,,,2003,,2004,,Summer,,N,"Y, natural reservoirs or country parks",N,,VERENA Admin,7/19/2021 12:05pm
