"","UniqueID","title","author..from.Imported.table.2.","journal..from.Imported.table.2.","year..from.Imported.table.2.","sample","positives","prevalence","bat_species","virus_genus","virus_subgenus","virus_species","virus_strain","detection_type","study_type","detection_method","method_specific","single.multiple.PCR.method","gene_targets","Terminal.sampling.","tissue","country","country_hemisphere","state","site","longitude","latitude","sample_year","start_year","start_month","end_year","end_month","sample_season","sample_season_simplified","X..Sampling.Trips","Sex.Info.","Habitat.Disturbance.Info.","Coinfection.Info.","Flag","Entered.by","Last.modified","tissue_simplified","summer","fall","winter","spring","latidudedecimal","longitudedecimal","euthanasia","method_specific_simplified","spec","species_for_reader","species","studies"
"1145",1256,"novel alphacoronaviruses and paramyxoviruses cocirculate with type 1 and severe acute respiratory system (sars)-related betacoronaviruses in synanthropic bats of luxembourg","Pauly et al.","Appl Environ Microbiol",2017,44,0,0,"Myotis emarginatus","alphacoronavirus or betacoronavirus or gammacoronavirus or deltacoronavirus","","","","single","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"faeces","Luxembourg","N","Colpach","","NA","NA","2016","","",NA,"","June","Summer",NA,"N","Y, unclear","Y, PV & CoV (none detected)","","VERENA Admin","4/12/2022 2:19pm","faecal, rectal, or anal","1","0","0","0",NA,NA,"No","PCR",1,"Myotis emarginatus","Myotis emarginatus","novel alphacoronaviruses and paramyxoviruses cocirculate with type 1 and severe acute respiratory system (sars)-related betacoronaviruses in synanthropic bats of luxembourg"
"1146",1257,"novel alphacoronaviruses and paramyxoviruses cocirculate with type 1 and severe acute respiratory system (sars)-related betacoronaviruses in synanthropic bats of luxembourg","Pauly et al.","Appl Environ Microbiol",2017,44,2,0.045455,"Myotis emarginatus","betacoronavirus","Embecovirus","","BetaCov1","single","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"faeces","Luxembourg","N","Platen","","NA","NA","2016","","",NA,"","June","Summer",NA,"N","Y, unclear","Y, PV & CoV (none detected)","","VERENA Admin","4/12/2022 2:19pm","faecal, rectal, or anal","1","0","0","0",NA,NA,"No","PCR",1,"Myotis emarginatus","Myotis emarginatus","novel alphacoronaviruses and paramyxoviruses cocirculate with type 1 and severe acute respiratory system (sars)-related betacoronaviruses in synanthropic bats of luxembourg"
"1147",2737,"novel alphacoronaviruses and paramyxoviruses cocirculate with type 1 and severe acute respiratory system (sars)-related betacoronaviruses in synanthropic bats of luxembourg","Pauly et al.","Appl Environ Microbiol",2017,44,0,0,"Myotis emarginatus","alphacoronavirus or betacoronavirus or gammacoronavirus or deltacoronavirus","","","","single","cross-sectional","RNA","nested RT-PCR","multiple","RdRp",NA,"faeces","Luxembourg","N","Platen","","NA","NA","2016","","",NA,"","June","Summer",NA,"N","Y, unclear","Y, PV & CoV (none detected)","","VERENA Admin","4/12/2022 2:19pm","faecal, rectal, or anal","1","0","0","0",NA,NA,"No","PCR",1,"Myotis emarginatus","Myotis emarginatus","novel alphacoronaviruses and paramyxoviruses cocirculate with type 1 and severe acute respiratory system (sars)-related betacoronaviruses in synanthropic bats of luxembourg"
"1148",1266,"novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses","Lau et al.","Viruses",2019,3,0,0,"Cynopterus sphinx","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab,alimentary specimen","China","N","Hong Kong","Sheung Wo Hang","NA","NA","","2013","",2015,"","","Year",NA,"N","Y, mentions cities, unclear","N","","VERENA Admin","4/12/2022 2:20pm","pooled swabs/samples","1","1","1","1",NA,NA,"Yes, for this study","PCR",1,"Cynopterus sphinx","Cynopterus sphinx","novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses"
"1149",1267,"novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses","Lau et al.","Viruses",2019,3,0,0,"Hipposideros armiger","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab,alimentary specimen","China","N","Guizhou","","NA","NA","","2013","",2015,"","","Year",NA,"N","Y, mentions cities, unclear","N","","VERENA Admin","4/12/2022 2:20pm","pooled swabs/samples","1","1","1","1",NA,NA,"Yes, for this study","PCR",1,"Hipposideros armiger","Hipposideros armiger","novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses"
"1150",1268,"novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses","Lau et al.","Viruses",2019,21,0,0,"Hipposideros larvatus","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab,alimentary specimen","China","N","Guizhou","","NA","NA","","2013","",2015,"","","Year",NA,"N","Y, mentions cities, unclear","N","","VERENA Admin","4/12/2022 2:20pm","pooled swabs/samples","1","1","1","1",NA,NA,"Yes, for this study","PCR",1,"Hipposideros larvatus","Hipposideros larvatus","novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses"
"1151",1269,"novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses","Lau et al.","Viruses",2019,182,2,0.010989,"Hipposideros pomona","alphacoronavirus","","","Hi-BatCoV HKU10","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab,alimentary specimen","China","N","Hong Kong, Guangdong","Tai Lam-Shek Kong (HK)","NA","NA","","2013","",2015,"","","Year",NA,"N","Y, mentions cities, unclear","N","","VERENA Admin","4/12/2022 2:20pm","pooled swabs/samples","1","1","1","1",NA,NA,"Yes, for this study","PCR",1,"Hipposideros pomona","Hipposideros pomona","novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses"
"1152",1270,"novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses","Lau et al.","Viruses",2019,2,0,0,"Hypsugo pulveratus","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab,alimentary specimen","China","N","Hong Kong","Lin Ma Hang Pool","NA","NA","","2013","",2015,"","","Year",NA,"N","Y, mentions cities, unclear","N","","VERENA Admin","4/12/2022 2:20pm","pooled swabs/samples","1","1","1","1",NA,NA,"Yes, for this study","PCR",1,"Pipistrellus pulveratus","Pipistrellus pulveratus","novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses"
"1153",1271,"novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses","Lau et al.","Viruses",2019,1,0,0,"Miniopterus magnater","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab,alimentary specimen","China","N","Hong Kong","Sai Kung","NA","NA","","2013","",2015,"","","Year",NA,"N","Y, mentions cities, unclear","N","","VERENA Admin","4/12/2022 2:20pm","pooled swabs/samples","1","1","1","1",NA,NA,"Yes, for this study","PCR",1,"Miniopterus magnater","Miniopterus magnater","novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses"
"1154",1272,"novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses","Lau et al.","Viruses",2019,56,0,0,"Miniopterus pusillus","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab,alimentary specimen","China","N","Hong Kong","Lin Ma Hang Lead Mine, Sheung Wo Hang, Sai Kung","NA","NA","","2013","",2015,"","","Year",NA,"N","Y, mentions cities, unclear","N","","VERENA Admin","4/12/2022 2:20pm","pooled swabs/samples","1","1","1","1",NA,NA,"Yes, for this study","PCR",1,"Miniopterus pusillus","Miniopterus pusillus","novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses"
"1155",1273,"novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses","Lau et al.","Viruses",2019,23,0,0,"Miniopterus schreibersii","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab,alimentary specimen","China","N","Hong Kong","Sai Kung","NA","NA","","2013","",2015,"","","Year",NA,"N","Y, mentions cities, unclear","N","","VERENA Admin","4/12/2022 2:20pm","pooled swabs/samples","1","1","1","1",NA,NA,"Yes, for this study","PCR",1,"Miniopterus schreibersii","Miniopterus schreibersii","novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses"
"1156",1274,"novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses","Lau et al.","Viruses",2019,1,0,0,"Miniopterus filiginosus","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab,alimentary specimen","China","N","Hong Kong","Lin Ma Hang Pool","NA","NA","","2013","",2015,"","","Year",NA,"N","Y, mentions cities, unclear","N","","VERENA Admin","4/12/2022 2:20pm","pooled swabs/samples","1","1","1","1",NA,NA,"Yes, for this study","PCR",1,"Miniopterus fuliginosus","Miniopterus fuliginosus","novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses"
"1157",1275,"novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses","Lau et al.","Viruses",2019,10,0,0,"Myotis chinensis","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab,alimentary specimen","China","N","Hong Kong, Guizhou","Sai Kung (HK)","NA","NA","","2013","",2015,"","","Year",NA,"N","Y, mentions cities, unclear","N","","VERENA Admin","4/12/2022 2:20pm","pooled swabs/samples","1","1","1","1",NA,NA,"Yes, for this study","PCR",1,"Myotis chinensis","Myotis chinensis","novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses"
"1158",1276,"novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses","Lau et al.","Viruses",2019,93,1,0.010753,"Myotis ricketti","alphacoronavirus","","","CoV-37","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab,alimentary specimen","China","N","Hong Kong","Lin Ma Hang Lead Mine, Sai Kung","NA","NA","","2013","",2015,"","","Year",NA,"N","Y, mentions cities, unclear","N","","VERENA Admin","4/12/2022 2:20pm","pooled swabs/samples","1","1","1","1",NA,NA,"Yes, for this study","PCR",1,"Myotis pilosus","Myotis pilosus","novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses"
"1159",1277,"novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses","Lau et al.","Viruses",2019,1,0,0,"Nyctalus noctula","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab,alimentary specimen","China","N","Hong Kong","Yung Shung O Stream","NA","NA","","2013","",2015,"","","Year",NA,"N","Y, mentions cities, unclear","N","","VERENA Admin","4/12/2022 2:20pm","pooled swabs/samples","1","1","1","1",NA,NA,"Yes, for this study","PCR",1,"Nyctalus noctula","Nyctalus noctula","novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses"
"1160",1278,"novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses","Lau et al.","Viruses",2019,6,0,0,"Pipistrellus abramus","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab,alimentary specimen","China","N","Hong Kong","Mai Po Nature Reserve, Yung Shung O Stream, Kai Kuk Shue Ha","NA","NA","","2013","",2015,"","","Year",NA,"N","Y, mentions cities, unclear","N","","VERENA Admin","4/12/2022 2:20pm","pooled swabs/samples","1","1","1","1",NA,NA,"Yes, for this study","PCR",1,"Pipistrellus abramus","Pipistrellus abramus","novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses"
"1161",1279,"novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses","Lau et al.","Viruses",2019,4,0,0,"Pipistrellus tenuis","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab,alimentary specimen","China","N","Hong Kong","Kai Kuk Shue Ha, Yung Shung O Stream, Sheung Wo Hang, Lin Ma Hang Pool","NA","NA","","2013","",2015,"","","Year",NA,"N","Y, mentions cities, unclear","N","","VERENA Admin","4/12/2022 2:20pm","pooled swabs/samples","1","1","1","1",NA,NA,"Yes, for this study","PCR",1,"Pipistrellus tenuis","Pipistrellus tenuis","novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses"
"1162",1280,"novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses","Lau et al.","Viruses",2019,76,0,0,"Rhinolophus affinis","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab,alimentary specimen","China","N","Hong Kong","Tai Lam-Shek Kong, Tai-Lam-Shek Kong, Sai Kung","NA","NA","","2013","",2015,"","","Year",NA,"N","Y, mentions cities, unclear","N","","VERENA Admin","4/12/2022 2:20pm","pooled swabs/samples","1","1","1","1",NA,NA,"Yes, for this study","PCR",1,"Rhinolophus affinis","Rhinolophus affinis","novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses"
"1163",1281,"novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses","Lau et al.","Viruses",2019,2,0,0,"Rhinolophus pearsoni","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab,alimentary specimen","China","N","Guangdong","","NA","NA","","2013","",2015,"","","Year",NA,"N","Y, mentions cities, unclear","N","","VERENA Admin","4/12/2022 2:20pm","pooled swabs/samples","1","1","1","1",NA,NA,"Yes, for this study","PCR",1,"Rhinolophus pearsonii","Rhinolophus pearsonii","novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses"
"1164",1282,"novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses","Lau et al.","Viruses",2019,17,0,0,"Rhinolophus pusillus","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab,alimentary specimen","China","N","Hong Kong","Tai Lam-Shek Kong","NA","NA","","2013","",2015,"","","Year",NA,"N","Y, mentions cities, unclear","N","","VERENA Admin","4/12/2022 2:20pm","pooled swabs/samples","1","1","1","1",NA,NA,"Yes, for this study","PCR",1,"Rhinolophus pusillus","Rhinolophus pusillus","novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses"
"1165",1283,"novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses","Lau et al.","Viruses",2019,272,7,0.025735,"Rhinolophus sinicus","alphacoronavirus","","","Rs-BatCoV HKU32","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab,alimentary specimen","China","N","Hong Kong, Guizhou","Tai Lam-Shek Kong (HK)","NA","NA","","2013","",2015,"","","Year",NA,"N","Y, mentions cities, unclear","N","","VERENA Admin","4/12/2022 2:20pm","pooled swabs/samples","1","1","1","1",NA,NA,"Yes, for this study","PCR",1,"Rhinolophus sinicus","Rhinolophus sinicus","novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses"
"1166",1288,"novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses","Lau et al.","Viruses",2019,272,3,0.011029,"Rhinolophus sinicus","betacoronavirus","Sarbecovirus","","SARSr BatCoV","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab,alimentary specimen","China","N","Hong Kong, Guizhou","Tai Lam-Shek Kong (HK)","NA","NA","","2013","",2015,"","","Year",NA,"N","Y, mentions cities, unclear","N","","VERENA Admin","4/12/2022 2:20pm","pooled swabs/samples","1","1","1","1",NA,NA,"Yes, for this study","PCR",1,"Rhinolophus sinicus","Rhinolophus sinicus","novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses"
"1167",1284,"novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses","Lau et al.","Viruses",2019,240,18,0.075,"Tyloncyteris pachypus","betacoronavirus","Merbecovirus","","Ty-BatCoV HKU4","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab,alimentary specimen","China","N","Hong Kong, Guizhou","Wu Kau Tang, Pok Fu Lam, Sheung Wo Hang, Tai Lam-Shek Kong","NA","NA","","2013","",2015,"","","Year",NA,"N","Y, mentions cities, unclear","N","","VERENA Admin","4/12/2022 2:20pm","pooled swabs/samples","1","1","1","1",NA,NA,"Yes, for this study","PCR",1,"Tylonycteris pachypus","Tylonycteris pachypus","novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses"
"1168",1285,"novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses","Lau et al.","Viruses",2019,104,1,0.009615,"Tylonycteris robustula","alphacoronavirus","","","Tr-BatCoV HKU33","single","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"oral swab,alimentary specimen","China","N","Guizhou","","NA","NA","","2013","",2015,"","","Year",NA,"N","Y, mentions cities, unclear","N","","VERENA Admin","4/12/2022 2:20pm","pooled swabs/samples","1","1","1","1",NA,NA,"Yes, for this study","PCR",1,"Tylonycteris robustula","Tylonycteris robustula","novel bat alphacoronaviruses in southern china support chinese horseshoe bats as an important reservoir for potential novel coronaviruses"
"1169",1286,"novel coronaviruses, astroviruses, adenoviruses and circoviruses in insectivorous bats from northern china","Han et al.","Zoonoses Public Health",2017,26,9,0.346154,"Eptesicus serotinus","betacoronavirus","Merbecovirus","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp, Pol",NA,"intestines,spleen","China","N","Shandong","Mengyin County (various habitats including karst, caves, city sewers, houses)","NA","NA","2015","","March",NA,"October","","Spring,Summer,Fall",NA,"N","Y, karst caves, city sewers and human houses in Mengyin County, Shandong Province","Y","","VERENA Admin","4/12/2022 2:20pm","pooled tissue","1","1","0","1",NA,NA,"Yes, for this study","PCR",1,"Eptesicus serotinus","Eptesicus serotinus","novel coronaviruses, astroviruses, adenoviruses and circoviruses in insectivorous bats from northern china"
"1170",2931,"novel coronaviruses, astroviruses, adenoviruses and circoviruses in insectivorous bats from northern china","Han et al.","Zoonoses Public Health",2017,26,2,0.076923,"Eptesicus serotinus","alphacoronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp, Pol",NA,"intestines,spleen","China","N","Shandong","Mengyin County (various habitats including karst, caves, city sewers, houses)","NA","NA","2015","","March",NA,"October","","Spring,Summer,Fall",NA,"N","Y, karst caves, city sewers and human houses in Mengyin County, Shandong Province","Y","","VERENA Admin","4/12/2022 2:20pm","pooled tissue","1","1","0","1",NA,NA,"Yes, for this study","PCR",1,"Eptesicus serotinus","Eptesicus serotinus","novel coronaviruses, astroviruses, adenoviruses and circoviruses in insectivorous bats from northern china"
"1171",1287,"novel coronaviruses, astroviruses, adenoviruses and circoviruses in insectivorous bats from northern china","Han et al.","Zoonoses Public Health",2017,34,6,0.176471,"Myotis fimbriatus","alphacoronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp, Pol",NA,"intestines,spleen","China","N","Shandong","Mengyin County (various habitats including karst, caves, city sewers, houses)","NA","NA","2015","","March",NA,"October","","Spring,Summer,Fall",NA,"N","Y, karst caves, city sewers and human houses in Mengyin County, Shandong Province","Y","","VERENA Admin","4/12/2022 2:20pm","pooled tissue","1","1","0","1",NA,NA,"Yes, for this study","PCR",1,"Myotis fimbriatus","Myotis fimbriatus","novel coronaviruses, astroviruses, adenoviruses and circoviruses in insectivorous bats from northern china"
"1172",1289,"novel coronaviruses, astroviruses, adenoviruses and circoviruses in insectivorous bats from northern china","Han et al.","Zoonoses Public Health",2017,10,2,0.2,"Myotis ricketti","alphacoronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp, Pol",NA,"intestines,spleen","China","N","Shandong","Mengyin County (various habitats including karst, caves, city sewers, houses)","NA","NA","2015","","March",NA,"October","","Spring,Summer,Fall",NA,"N","Y, karst caves, city sewers and human houses in Mengyin County, Shandong Province","Y","","VERENA Admin","4/12/2022 2:20pm","pooled tissue","1","1","0","1",NA,NA,"Yes, for this study","PCR",1,"Myotis pilosus","Myotis pilosus","novel coronaviruses, astroviruses, adenoviruses and circoviruses in insectivorous bats from northern china"
"1173",1290,"novel coronaviruses, astroviruses, adenoviruses and circoviruses in insectivorous bats from northern china","Han et al.","Zoonoses Public Health",2017,57,3,0.052632,"Peking Myotis,Myotis pequinius","betacoronavirus","Merbecovirus","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp, Pol",NA,"intestines,spleen","China","N","Shandong","Mengyin County (various habitats including karst, caves, city sewers, houses)","NA","NA","2015","","March",NA,"October","","Spring,Summer,Fall",NA,"N","Y, karst caves, city sewers and human houses in Mengyin County, Shandong Province","Y","","VERENA Admin","4/12/2022 2:20pm","pooled tissue","1","1","0","1",NA,NA,"Yes, for this study","PCR",2,"Myotis pequinius","Myotis pequinius","novel coronaviruses, astroviruses, adenoviruses and circoviruses in insectivorous bats from northern china"
"1174",1291,"novel coronaviruses, astroviruses, adenoviruses and circoviruses in insectivorous bats from northern china","Han et al.","Zoonoses Public Health",2017,4,0,0,"Rhinolophus ferrumequinum","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp, Pol",NA,"intestines,spleen","China","N","Shandong","Mengyin County (various habitats including karst, caves, city sewers, houses)","NA","NA","2015","","March",NA,"October","","Spring,Summer,Fall",NA,"N","Y, karst caves, city sewers and human houses in Mengyin County, Shandong Province","Y","","VERENA Admin","4/12/2022 2:20pm","pooled tissue","1","1","0","1",NA,NA,"Yes, for this study","PCR",1,"Rhinolophus ferrumequinum","Rhinolophus ferrumequinum","novel coronaviruses, astroviruses, adenoviruses and circoviruses in insectivorous bats from northern china"
"1175",1292,"novel coronaviruses, astroviruses, adenoviruses and circoviruses in insectivorous bats from northern china","Han et al.","Zoonoses Public Health",2017,14,1,0.071429,"Rhinolophus pusillus","alphacoronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp, Pol",NA,"intestines,spleen","China","N","Shandong","Mengyin County (various habitats including karst, caves, city sewers, houses)","NA","NA","2015","","March",NA,"October","","Spring,Summer,Fall",NA,"N","Y, karst caves, city sewers and human houses in Mengyin County, Shandong Province","Y","","VERENA Admin","4/12/2022 2:20pm","pooled tissue","1","1","0","1",NA,NA,"Yes, for this study","PCR",1,"Rhinolophus pusillus","Rhinolophus pusillus","novel coronaviruses, astroviruses, adenoviruses and circoviruses in insectivorous bats from northern china"
"1176",1293,"persistent infections support maintenance of a coronavirus in a population of australian bats (myotis macropus)","Jeong et al.","Epidemiol Infect",2017,52,28,0.538462,"Myotis macropus","alphacoronavirus","","","","pooled","longitudinal","RNA","RT-PCR","single","",NA,"fecal pellets,anal swab","Australia","S","Queensland","lifting holes of a bridge ","NA","NA","2009","","January",NA,"March","Winter","Summer",9,"N","N","N","","VERENA Admin","4/12/2022 2:20pm","faecal, rectal, or anal","1","0","0","0",NA,NA,"No","PCR",1,"Myotis macropus","Myotis macropus","persistent infections support maintenance of a coronavirus in a population of australian bats (myotis macropus)"
"1177",1294,"prevalence and genetic diversity of coronaviruses in bats from china","Tang et al.","Journal of Virology",2006,101,0,0,"Rhinolophus pusillus","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"anal swab,oral swab","China","N","","","NA","NA","","2004","November",2006,"March","","Year",NA,"N","Y, unclear","N","","VERENA Admin","4/12/2022 2:20pm","pooled swabs/samples","1","1","1","1",NA,NA,"No","PCR",1,"Rhinolophus pusillus","Rhinolophus pusillus","prevalence and genetic diversity of coronaviruses in bats from china"
"1178",1295,"prevalence and genetic diversity of coronaviruses in bats from china","Tang et al.","Journal of Virology",2006,15,0,0,"Rhinolophus malyanus","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"anal swab,oral swab","China","N","","","NA","NA","","2004","November",2006,"March","","Year",NA,"N","Y, unclear","N","","VERENA Admin","4/12/2022 2:20pm","pooled swabs/samples","1","1","1","1",NA,NA,"No","PCR",1,"Rhinolophus malayanus","Rhinolophus malayanus","prevalence and genetic diversity of coronaviruses in bats from china"
"1179",1296,"prevalence and genetic diversity of coronaviruses in bats from china","Tang et al.","Journal of Virology",2006,60,0,0,"Rhinolophus affinis","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"anal swab,oral swab","China","N","","","NA","NA","","2004","November",2006,"March","","Year",NA,"N","Y, unclear","N","","VERENA Admin","4/12/2022 2:20pm","pooled swabs/samples","1","1","1","1",NA,NA,"No","PCR",1,"Rhinolophus affinis","Rhinolophus affinis","prevalence and genetic diversity of coronaviruses in bats from china"
"1180",1297,"prevalence and genetic diversity of coronaviruses in bats from china","Tang et al.","Journal of Virology",2006,41,4,0.097561,"Rhinolophus ferrumequinum","alphacoronavirus and betacoronavirus and independent bat coronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"anal swab","China","N","Shandong, Anhui, Henan, Sichuan (positives)","11 sites total, 3 sites positive ","NA","NA","","2004","November",2006,"March","","Year",NA,"N","Y, unclear","N","","VERENA Admin","4/12/2022 2:20pm","faecal, rectal, or anal","1","1","1","1",NA,NA,"No","PCR",1,"Rhinolophus ferrumequinum","Rhinolophus ferrumequinum","prevalence and genetic diversity of coronaviruses in bats from china"
"1181",1298,"prevalence and genetic diversity of coronaviruses in bats from china","Tang et al.","Journal of Virology",2006,12,0,0,"Rhinolophus thomasi","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"anal swab,oral swab","China","N","","","NA","NA","","2004","November",2006,"March","","Year",NA,"N","Y, unclear","N","","VERENA Admin","4/12/2022 2:20pm","pooled swabs/samples","1","1","1","1",NA,NA,"No","PCR",1,"Rhinolophus thomasi","Rhinolophus thomasi","prevalence and genetic diversity of coronaviruses in bats from china"
"1182",1299,"prevalence and genetic diversity of coronaviruses in bats from china","Tang et al.","Journal of Virology",2006,66,1,0.015152,"Rhinolophus sinicus","betacoronavirus","Sarbecovirus","","BtCoV/A1018/06","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"anal swab","China","N","Shandong (positive)","16 sites total, 1 site positive ","NA","NA","","2004","November",2006,"March","","Year",NA,"N","Y, unclear","N","","VERENA Admin","4/12/2022 2:20pm","faecal, rectal, or anal","1","1","1","1",NA,NA,"No","PCR",1,"Rhinolophus sinicus","Rhinolophus sinicus","prevalence and genetic diversity of coronaviruses in bats from china"
