UniqueID,title,author (from Imported table 2),journal (from Imported table 2),year (from Imported table 2),sample,positives,prevalence,bat_species,virus_genus,virus_genus_notes,virus_subgenus,virus_species,virus_strain,detection_type,study_type,detection_method,method_specific,single/multiple PCR method,gene_targets,Terminal sampling?,tissue,country,country_hemisphere,state,site,longitude,latitude,sample_year,start_year,start_month,end_year,end_month,sample_season,sample_season_simplified,# Sampling Trips,Sex Info?,Habitat Disturbance Info?,Coinfection Info?,Flag,Entered by,Last modified
807,coronavirus infection and diversity in bats in the australasian region,Smith et al.,Ecohealth,2016,30,16,0.533333,Miniopterus australis,betacoronavirus ,,Sarbecovirus,,,pooled,longitudinal,antibody,"""SARS coronavirus crude antigen ELISA (Yu, 2008)""",,,,serum,Australia,S,far-north Queensland,,,,,2006,,2009,,,Year,,,,,,VERENA Admin,4/12/2022 2:12pm
808,coronavirus infection and diversity in bats in the australasian region,Smith et al.,Ecohealth,2016,124,80,0.645161,Miniopterus australis,betacoronavirus ,,Sarbecovirus,,,pooled,longitudinal,antibody,"""SARS coronavirus crude antigen ELISA (Yu, 2008)""",,,,serum,Australia,S,south-east Queensland,,,,,2006,,2009,,,Year,,,,,,VERENA Admin,4/12/2022 2:12pm
809,coronavirus infection and diversity in bats in the australasian region,Smith et al.,Ecohealth,2016,1,1,1.000000,Miniopterus australis,betacoronavirus ,,Sarbecovirus,,,pooled,longitudinal,antibody,"""SARS coronavirus crude antigen ELISA (Yu, 2008)""",,,,serum,Australia,S,Western Australia,,,,,2000,,2002,,,Year,,,,,,VERENA Admin,4/12/2022 2:12pm
810,coronavirus infection and diversity in bats in the australasian region,Smith et al.,Ecohealth,2016,56,26,0.464286,Miniopterus schreibersii,betacoronavirus ,,Sarbecovirus,,,pooled,longitudinal,antibody,"""SARS coronavirus crude antigen ELISA (Yu, 2008)""",,,,serum,Australia,S,Northern Territory,,,,,2006,,2009,,,Year,,,,,,VERENA Admin,4/12/2022 2:12pm
811,coronavirus infection and diversity in bats in the australasian region,Smith et al.,Ecohealth,2016,211,145,0.687204,Miniopterus schreibersii,betacoronavirus ,,Sarbecovirus,,,pooled,longitudinal,antibody,"""SARS coronavirus crude antigen ELISA (Yu, 2008)""",,,,serum,Australia,S,south-east Queensland,,,,,2006,,2009,,,Year,,,,,,VERENA Admin,4/12/2022 2:12pm
812,coronavirus infection and diversity in bats in the australasian region,Smith et al.,Ecohealth,2016,4,2,0.500000,Chaerephon jobensis,betacoronavirus ,,Sarbecovirus,,,pooled,longitudinal,antibody,"""SARS coronavirus crude antigen ELISA (Yu, 2008)""",,,,serum,Australia,S,Western Australia,,,,,2000,,2002,,,Year,,,,,,VERENA Admin,4/12/2022 2:12pm
813,coronavirus infection and diversity in bats in the australasian region,Smith et al.,Ecohealth,2016,41,40,0.975610,Mormopterus beccarii,betacoronavirus ,,Sarbecovirus,,,pooled,longitudinal,antibody,"""SARS coronavirus crude antigen ELISA (Yu, 2008)""",,,,serum,Australia,S,south-east Queensland,,,,,2006,,2009,,,Year,,,,,,VERENA Admin,4/12/2022 2:12pm
814,coronavirus infection and diversity in bats in the australasian region,Smith et al.,Ecohealth,2016,4,2,0.500000,Chalinolobus spp,betacoronavirus ,,Sarbecovirus,,,pooled,longitudinal,antibody,"""SARS coronavirus crude antigen ELISA (Yu, 2008)""",,,,serum,Australia,S,Western Australia,,,,,2000,,2002,,,Year,,,,,,VERENA Admin,4/12/2022 2:12pm
815,coronavirus infection and diversity in bats in the australasian region,Smith et al.,Ecohealth,2016,31,18,0.580645,Myotis macropus,betacoronavirus ,,Sarbecovirus,,,pooled,longitudinal,antibody,"""SARS coronavirus crude antigen ELISA (Yu, 2008)""",,,,serum,Australia,S,far-north Queensland,,,,,2006,,2009,,,Year,,,,,,VERENA Admin,4/12/2022 2:12pm
816,coronavirus infection and diversity in bats in the australasian region,Smith et al.,Ecohealth,2016,4,4,1.000000,Scotophilus spp,betacoronavirus ,,Sarbecovirus,,,single,cross-sectional,antibody,"""SARS coronavirus crude antigen ELISA (Yu, 2008)""",,,,serum,Malaysia,N,,,,,1999,,,,,,Year,,,,,,VERENA Admin,4/12/2022 2:12pm
817,coronavirus infection and diversity in bats in the australasian region,Smith et al.,Ecohealth,2016,24,24,1.000000,Scotorepens spp,betacoronavirus ,,Sarbecovirus,,,pooled,longitudinal,antibody,"""SARS coronavirus crude antigen ELISA (Yu, 2008)""",,,,serum,Australia,S,south-east Queensland,,,,,2006,,2009,,,Year,,,,,,VERENA Admin,4/12/2022 2:12pm
818,coronavirus infection and diversity in bats in the australasian region,Smith et al.,Ecohealth,2016,1,0,0.000000,Scotorepens spp,betacoronavirus ,,Sarbecovirus,,,pooled,longitudinal,antibody,"""SARS coronavirus crude antigen ELISA (Yu, 2008)""",,,,serum,Australia,S,Western Australia,,,,,2000,,2002,,,Year,,,,,,VERENA Admin,4/12/2022 2:12pm
819,coronavirus infection and diversity in bats in the australasian region,Smith et al.,Ecohealth,2016,1,0,0.000000,Vespadelus finlaysoni,betacoronavirus ,,Sarbecovirus,,,pooled,longitudinal,antibody,"""SARS coronavirus crude antigen ELISA (Yu, 2008)""",,,,serum,Australia,S,Western Australia,,,,,2000,,2002,,,Year,,,,,,VERENA Admin,4/12/2022 2:12pm
820,coronavirus infection and diversity in bats in the australasian region,Smith et al.,Ecohealth,2016,31,5,0.161290,Vespadelus troughtoni,betacoronavirus ,,Sarbecovirus,,,pooled,longitudinal,antibody,"""SARS coronavirus crude antigen ELISA (Yu, 2008)""",,,,serum,Australia,S,far-north Queensland,,,,,2006,,2009,,,Year,,,,,,VERENA Admin,4/12/2022 2:12pm
831,coronaviruses in south african bats,Geldenhuys et al.,Vector Borne Zoonotic Dis,2013,2,0,0.000000,Eptesicus hottentotus,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,double heminested RT-PCR,multiple,RdRp,,faeces or rectal tissue/swab,South Africa,S,North West,Taung,,,(post-2005),,,,,,Year,,,,,,VERENA Admin,4/12/2022 2:12pm
832,coronaviruses in south african bats,Geldenhuys et al.,Vector Borne Zoonotic Dis,2013,11,0,0.000000,Epomophorus wahlbergi,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,double heminested RT-PCR,multiple,RdRp,,faeces or rectal tissue/swab,South Africa,S,KwaZulu Natal," Amanzimtoti, Durban, Rocktail Bay (St. Lucia), Woodhurst (Chatsworth)",,,(post-2005),,,,,,Year,,,,,,VERENA Admin,4/12/2022 2:12pm
833,coronaviruses in south african bats,Geldenhuys et al.,Vector Borne Zoonotic Dis,2013,1,0,0.000000,Epomophorus gambianus,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,double heminested RT-PCR,multiple,RdRp,,faeces or rectal tissue/swab,South Africa,S,Limpopo,"Pafuri, Kruger National Park",,,(post-2005),,,,,,Year,,,,,,VERENA Admin,4/12/2022 2:12pm
834,coronaviruses in south african bats,Geldenhuys et al.,Vector Borne Zoonotic Dis,2013,1,0,0.000000,Glauconycteris variegata,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,double heminested RT-PCR,multiple,RdRp,,faeces or rectal tissue/swab,South Africa,S,KwaZulu Natal,"Rocktail Bay, St. Lucia",,,(post-2005),,,,,,Year,,,,,,VERENA Admin,4/12/2022 2:12pm
835,coronaviruses in south african bats,Geldenhuys et al.,Vector Borne Zoonotic Dis,2013,2,0,0.000000,Hipposideros caffer,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,double heminested RT-PCR,multiple,RdRp,,faeces or rectal tissue/swab,South Africa,S,Limpopo,"Pafuri, Kruger National Park",,,(post-2005),,,,,,Year,,,,,,VERENA Admin,4/12/2022 2:12pm
836,coronaviruses in south african bats,Geldenhuys et al.,Vector Borne Zoonotic Dis,2013,14,1,0.071429,Miniopterus natalensis,alphacoronavirus,,,bat,Miniopterus-BtCoV Irene/SA/09,pooled,cross-sectional,RNA,double heminested RT-PCR,multiple,RdRp,,faeces or rectal tissue/swab,South Africa,S," Gauteng, Limpopo, North West","Irene Caves (Gauteng, site of positive coronavirus), Peppercorn cave in Modimole (Limpopo), Venterskroon in Thabela thabeng (North West) ",,,2009,,,,,,Year,,,,,,VERENA Admin,4/12/2022 2:12pm
837,coronaviruses in south african bats,Geldenhuys et al.,Vector Borne Zoonotic Dis,2013,2,0,0.000000,Mops condylurus,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,double heminested RT-PCR,multiple,RdRp,,faeces or rectal tissue/swab,South Africa,S,Limpopo,Palaborwa,,,(post-2005),,,,,,Year,,,,,,VERENA Admin,4/12/2022 2:12pm
838,coronaviruses in south african bats,Geldenhuys et al.,Vector Borne Zoonotic Dis,2013,2,1,0.500000,Mops midas,alphacoronavirus,,,bat,Mops-BtCoV1364/SA/11,single,cross-sectional,RNA,double heminested RT-PCR,multiple,RdRp,,faecal swab,South Africa,S,Limpopo,"Makhado,",,,2011,,,,,,Year,,,,,,VERENA Admin,4/12/2022 2:12pm
839,coronaviruses in south african bats,Geldenhuys et al.,Vector Borne Zoonotic Dis,2013,1,0,0.000000,Chaerephon spp,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,double heminested RT-PCR,multiple,RdRp,,faeces or rectal tissue/swab,South Africa,S,Limpopo,"Pafuri, Kruger National Park",,,(post-2005),,,,,,Year,,,,,,VERENA Admin,4/12/2022 2:12pm
840,coronaviruses in south african bats,Geldenhuys et al.,Vector Borne Zoonotic Dis,2013,3,0,0.000000,Chaerephon pumilus,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,double heminested RT-PCR,multiple,RdRp,,faeces or rectal tissue/swab,South Africa,S,KwaZulu Natal,"Rocktail Bay, St. Lucia",,,(post-2005),,,,,,Year,,,,,,VERENA Admin,4/12/2022 2:12pm
841,coronaviruses in south african bats,Geldenhuys et al.,Vector Borne Zoonotic Dis,2013,4,0,0.000000,Tadarida aegyptiaca,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,double heminested RT-PCR,multiple,RdRp,,faeces or rectal tissue/swab,South Africa,S,North West,Taung,,,(post-2005),,,,,,Year,,,,,,VERENA Admin,4/12/2022 2:12pm
842,coronaviruses in south african bats,Geldenhuys et al.,Vector Borne Zoonotic Dis,2013,3,0,0.000000,Molossidae bats,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,double heminested RT-PCR,multiple,RdRp,,faeces or rectal tissue/swab,South Africa,S,"Limpopo, North West","Pafuri, Kruger National Park (Limpopo) and Kgaswane (North West)",,,(post-2005),,,,,,Year,,,,,,VERENA Admin,4/12/2022 2:12pm
843,coronaviruses in south african bats,Geldenhuys et al.,Vector Borne Zoonotic Dis,2013,10,1,0.100000,Neoromicia capensis,alphacoronavirus,,,bat,Neo-BtCoV167/SA/07,pooled,cross-sectional,RNA,double heminested RT-PCR,multiple,RdRp,,faeces or rectal tissue/swab,South Africa,S,"North West, Limpopo, Gauteng","Taung (North West, site of positive coronavirus), Pafuri, Kruger National Park (Limpopo), Free Me rehab (Gauteng)",,,2007,,,,,,Year,,,,,,VERENA Admin,4/12/2022 2:12pm
844,coronaviruses in south african bats,Geldenhuys et al.,Vector Borne Zoonotic Dis,2013,7,0,0.000000,Neuromicia nana,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,double heminested RT-PCR,multiple,RdRp,,faeces or rectal tissue/swab,South Africa,S,Limpopo,"Pafuri, Kruger National Park",,,(post-2005),,,,,,Year,,,,,,VERENA Admin,4/12/2022 2:12pm
845,coronaviruses in south african bats,Geldenhuys et al.,Vector Borne Zoonotic Dis,2013,2,0,0.000000,Neuromicia helios,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,double heminested RT-PCR,multiple,RdRp,,faeces or rectal tissue/swab,South Africa,S,Limpopo,"Pafuri, Kruger National Park",,,(post-2005),,,,,,Year,,,,,,VERENA Admin,4/12/2022 2:12pm
846,coronaviruses in south african bats,Geldenhuys et al.,Vector Borne Zoonotic Dis,2013,1,0,0.000000,Neoromicia zuluensis,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,double heminested RT-PCR,multiple,RdRp,,faeces or rectal tissue/swab,South Africa,S,Limpopo,"Pafuri, Kruger National Park",,,(post-2005),,,,,,Year,,,,,,VERENA Admin,4/12/2022 2:12pm
847,coronaviruses in south african bats,Geldenhuys et al.,Vector Borne Zoonotic Dis,2013,2,0,0.000000,Neoromicia spp,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,double heminested RT-PCR,multiple,RdRp,,faeces or rectal tissue/swab,South Africa,S,Gauteng,Hennopspruit,,,(post-2005),,,,,,Year,,,,,,VERENA Admin,4/12/2022 2:12pm
848,coronaviruses in south african bats,Geldenhuys et al.,Vector Borne Zoonotic Dis,2013,7,0,0.000000,Nycticeinops schlieffenii,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,double heminested RT-PCR,multiple,RdRp,,faeces or rectal tissue/swab,South Africa,S,Limpopo,"Pafuri, Kruger National Park",,,(post-2005),,,,,,Year,,,,,,VERENA Admin,4/12/2022 2:12pm
849,coronaviruses in south african bats,Geldenhuys et al.,Vector Borne Zoonotic Dis,2013,2,0,0.000000,Nycteris thebaica,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,double heminested RT-PCR,multiple,RdRp,,faeces or rectal tissue/swab,South Africa,S,KwaZulu Natal,"Rocktail Bay, St. Lucia",,,(post-2005),,,,,,Year,,,,,,VERENA Admin,4/12/2022 2:12pm
850,coronaviruses in south african bats,Geldenhuys et al.,Vector Borne Zoonotic Dis,2013,5,0,0.000000,Rhinolophus denti,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,double heminested RT-PCR,multiple,RdRp,,faeces or rectal tissue/swab,South Africa,S,North West,Taung,,,(post-2005),,,,,,Year,,,,,,VERENA Admin,4/12/2022 2:12pm
851,coronaviruses in south african bats,Geldenhuys et al.,Vector Borne Zoonotic Dis,2013,1,0,0.000000,Rhinolophus capensis,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,double heminested RT-PCR,multiple,RdRp,,faeces or rectal tissue/swab,South Africa,S,Limpopo,"Labuschagne farm, Louis Trichard",,,(post-2005),,,,,,Year,,,,,,VERENA Admin,4/12/2022 2:12pm
852,coronaviruses in south african bats,Geldenhuys et al.,Vector Borne Zoonotic Dis,2013,1,0,0.000000,Rhinolophus darlingi damarensis,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,double heminested RT-PCR,multiple,RdRp,,faeces or rectal tissue/swab,South Africa,S,North West,Taung,,,(post-2005),,,,,,Year,,,,,,VERENA Admin,4/12/2022 2:12pm
853,coronaviruses in south african bats,Geldenhuys et al.,Vector Borne Zoonotic Dis,2013,1,0,0.000000,Rhinolophus landeri,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,double heminested RT-PCR,multiple,RdRp,,faeces or rectal tissue/swab,South Africa,S,Limpopo,"Pafuri, Kruger National Park",,,(post-2005),,,,,,Year,,,,,,VERENA Admin,4/12/2022 2:12pm
854,coronaviruses in south african bats,Geldenhuys et al.,Vector Borne Zoonotic Dis,2013,2,0,0.000000,Rhinolophus spp,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,double heminested RT-PCR,multiple,RdRp,,faeces or rectal tissue/swab,South Africa,S,Limpopo,Makhado,,,(post-2005),,,,,,Year,,,,,,VERENA Admin,4/12/2022 2:12pm
855,coronaviruses in south african bats,Geldenhuys et al.,Vector Borne Zoonotic Dis,2013,3,0,0.000000,Rousettus aegyptiacus,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,double heminested RT-PCR,multiple,RdRp,,faeces or rectal tissue/swab,South Africa,S,Limpopo,"Pafuri, Kruger National Park",,,(post-2005),,,,,,Year,,,,,,VERENA Admin,4/12/2022 2:12pm
856,coronaviruses in south african bats,Geldenhuys et al.,Vector Borne Zoonotic Dis,2013,9,0,0.000000,Scotophilus dinganii,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,double heminested RT-PCR,multiple,RdRp,,faeces or rectal tissue/swab,South Africa,S,"Limpopo, North West","Pafuri, Kruger National Park (Limpopo), Kgaswane (North West)",,,(post-2005),,,,,,Year,,,,,,VERENA Admin,4/12/2022 2:12pm
857,coronaviruses in south african bats,Geldenhuys et al.,Vector Borne Zoonotic Dis,2013,2,0,0.000000,Scotophilus leucogaster,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,double heminested RT-PCR,multiple,RdRp,,faeces or rectal tissue/swab,South Africa,S,Limpopo,"Pafuri, Kruger National Park",,,(post-2005),,,,,,Year,,,,,,VERENA Admin,4/12/2022 2:12pm
858,coronaviruses in south african bats,Geldenhuys et al.,Vector Borne Zoonotic Dis,2013,1,0,0.000000,Scotophilus viridis,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,double heminested RT-PCR,multiple,RdRp,,faeces or rectal tissue/swab,South Africa,S,Limpopo,"Pafuri, Kruger National Park",,,(post-2005),,,,,,Year,,,,,,VERENA Admin,4/12/2022 2:12pm
859,coronaviruses in south african bats,Geldenhuys et al.,Vector Borne Zoonotic Dis,2013,7,0,0.000000,Scotophilus spp,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,double heminested RT-PCR,multiple,RdRp,,faeces or rectal tissue/swab,South Africa,S,"Limpopo, North West, KwaZulu Natal","Pafuri, Kruger National Park (Limpopo), Kgaswane (North West), Rocktail Bay, St. Lucia (KwaZulu Natal)",,,(post-2005),,,,,,Year,,,,,,VERENA Admin,4/12/2022 2:12pm
860,coronaviruses in south african bats,Geldenhuys et al.,Vector Borne Zoonotic Dis,2013,4,0,0.000000,Insectivorous bat species,alphacoronavirus or betacoronavirus,,,,,pooled,cross-sectional,RNA,double heminested RT-PCR,multiple,RdRp,,faeces or rectal tissue/swab,South Africa,S,"North West, Limpopo"," Taung and Kgaswane (North West), Pafuri, Kruger National Park (Limpopo)",,,(post-2005),,,,,,Year,,,,,,VERENA Admin,4/12/2022 2:12pm
862,"""cross-sectional surveillance of middle east respiratory syndrome coronavirus (mers-cov) in dromedary camels and other mammals in egypt, august 2015 to january 2016""",Ali et al.,Eurosurveillance,2017,24,0,0.000000,Rousettous aegyptiacus,betacoronavirus ,,Merbecovirus,,,single,cross-sectional,RNA,rtRT-PCR,single,"UpE, Orf1a, RdRp, N",,throat swab,Egypt,N,,,,,2015/2016,,,,,,Year,,,,,,VERENA Admin,4/12/2022 2:12pm
863,"""cross-sectional surveillance of middle east respiratory syndrome coronavirus (mers-cov) in dromedary camels and other mammals in egypt, august 2015 to january 2016""",Ali et al.,Eurosurveillance,2017,28,0,0.000000,Pipistrellus deserti,betacoronavirus ,,Merbecovirus,,,single,cross-sectional,RNA,rtRT-PCR,single,"UpE, Orf1a, RdRp, N",,throat swab,Egypt,N,,,,,2015/2016,,,,,,Year,,,,,,VERENA Admin,4/12/2022 2:12pm
864,"""cross-sectional surveillance of middle east respiratory syndrome coronavirus (mers-cov) in dromedary camels and other mammals in egypt, august 2015 to january 2016""",Ali et al.,Eurosurveillance,2017,30,0,0.000000,Nycteris thebaica,betacoronavirus ,,Merbecovirus,,,single,cross-sectional,RNA,rtRT-PCR,single,"UpE, Orf1a, RdRp, N",,throat swab,Egypt,N,,,,,2015/2016,,,,,,Year,,,,,,VERENA Admin,4/12/2022 2:12pm
865,"""cross-sectional surveillance of middle east respiratory syndrome coronavirus (mers-cov) in dromedary camels and other mammals in egypt, august 2015 to january 2016""",Ali et al.,Eurosurveillance,2017,27,0,0.000000,Taphozous perforates,betacoronavirus ,,Merbecovirus,,,single,cross-sectional,RNA,rtRT-PCR,single,"UpE, Orf1a, RdRp, N",,throat swab,Egypt,N,,,,,2015/2016,,,,,,Year,,,,,,VERENA Admin,4/12/2022 2:12pm
867,detection of a virus related to betacoronaviruses in italian greater horseshoe bats,Balboni et al.,Epidemiol Infect,2011,41,2,0.048780,Rhinolophus ferrumequinum,betacoronavirus ,,Sarbecovirus,,,pooled,cross-sectional,RNA,RT-PCR,single,RdRp,,faeces,Italy,N,Modena and Foggia,,,,2009,,,,,,Year,,,,,,VERENA Admin,4/12/2022 2:12pm
868,detection of a virus related to betacoronaviruses in italian greater horseshoe bats,Balboni et al.,Epidemiol Infect,2011,11,0,0.000000,Rhinolophus ferrumequinum,alphacoronavirus or betacoronavirus or gammacoronavirus,,,,,pooled,cross-sectional,RNA,RT-PCR,single,RdRp,,anal swab,Italy,N,,,,,2009,,,,,,Year,,,,,,VERENA Admin,4/12/2022 2:12pm
870,detection and characterization of distinct alphacoronaviruses in five different bat species in denmark,Lazov et al.,Viruses,2018,2,0,0.000000,Myotis daubentonii,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,rtRT-PCR,single,ORF1b,,faeces,Denmark,N,,Vesløs - 2 individuals,,,2013,,September,,,,Fall,,,,,,VERENA Admin,4/12/2022 2:13pm
1839,detection and characterization of distinct alphacoronaviruses in five different bat species in denmark,Lazov et al.,Viruses,2018,2,0,0.000000,Myotis daubentonii,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,rtRT-PCR,single,ORF1b,,roost feces,Denmark,N,,Vesløs - 2 from nest boxes,,,2013,,September,,,,Fall,,,,,,VERENA Admin,4/12/2022 2:13pm
871,detection and characterization of distinct alphacoronaviruses in five different bat species in denmark,Lazov et al.,Viruses,2018,40,8,0.200000,Myotis daubentonii,alphacoronavirus,,,,,repeat,longitudinal,RNA,rtRT-PCR,single,ORF1b,,faeces,Denmark,N,,Mønsted ,,,2013,,October,,,,Fall,,,,,,VERENA Admin,4/12/2022 2:13pm
872,detection and characterization of distinct alphacoronaviruses in five different bat species in denmark,Lazov et al.,Viruses,2018,53,9,0.169811,Myotis daubentonii,alphacoronavirus,,,,,repeat,longitudinal,RNA,rtRT-PCR,single,ORF1b,,faeces,Denmark,N,,Mønsted ,,,2014,,October,,,,Fall,,,,,,VERENA Admin,4/12/2022 2:13pm
873,detection and characterization of distinct alphacoronaviruses in five different bat species in denmark,Lazov et al.,Viruses,2018,4,1,0.250000,Myotis daubentonii,alphacoronavirus,,,,,repeat,longitudinal,RNA,rtRT-PCR,single,ORF1b,,faeces,Denmark,N,,Mønsted ,,,2015,,April,,,,Spring,,,,,,VERENA Admin,4/12/2022 2:13pm
874,detection and characterization of distinct alphacoronaviruses in five different bat species in denmark,Lazov et al.,Viruses,2018,10,6,0.600000,Myotis daubentonii,alphacoronavirus,,,,,repeat,longitudinal,RNA,rtRT-PCR,single,ORF1b,,faeces,Denmark,N,,Mønsted ,,,2015,,October,,,,Fall,,,,,,VERENA Admin,4/12/2022 2:13pm
875,detection and characterization of distinct alphacoronaviruses in five different bat species in denmark,Lazov et al.,Viruses,2018,11,6,0.545455,Myotis daubentonii,alphacoronavirus,,,,,repeat,longitudinal,RNA,rtRT-PCR,single,ORF1b,,faeces,Denmark,N,,Mønsted ,,,2015,,November,,,,Fall,,,,,,VERENA Admin,4/12/2022 2:13pm
876,detection and characterization of distinct alphacoronaviruses in five different bat species in denmark,Lazov et al.,Viruses,2018,5,0,0.000000,Myotis daubentonii,alphacoronavirus or betacoronavirus,,,,,repeat,longitudinal,RNA,rtRT-PCR,single,ORF1b,,faeces,Denmark,N,,Mønsted ,,,2016,,May,,,,Spring,,,,,,VERENA Admin,4/12/2022 2:13pm
877,detection and characterization of distinct alphacoronaviruses in five different bat species in denmark,Lazov et al.,Viruses,2018,58,13,0.224138,Myotis daubentonii,alphacoronavirus,,,,,repeat,longitudinal,RNA,rtRT-PCR,single,ORF1b,,faeces,Denmark,N,,Mønsted ,,,2016,,September,,,,Fall,,,,,,VERENA Admin,4/12/2022 2:13pm
878,detection and characterization of distinct alphacoronaviruses in five different bat species in denmark,Lazov et al.,Viruses,2018,2,0,0.000000,Myotis daubentonii,alphacoronavirus or betacoronavirus,,,,,repeat,longitudinal,RNA,rtRT-PCR,single,ORF1b,,faeces,Denmark,N,,Mønsted ,,,2017,,April,,,,Spring,,,,,,VERENA Admin,4/12/2022 2:13pm
879,detection and characterization of distinct alphacoronaviruses in five different bat species in denmark,Lazov et al.,Viruses,2018,2,0,0.000000,Myotis dasycneme,alphacoronavirus or betacoronavirus,,,,,repeat,longitudinal,RNA,rtRT-PCR,single,ORF1b,,faeces,Denmark,N,,Mønsted ,,,2013,,October,,,,Fall,,,,,,VERENA Admin,4/12/2022 2:13pm
880,detection and characterization of distinct alphacoronaviruses in five different bat species in denmark,Lazov et al.,Viruses,2018,6,0,0.000000,Myotis dasycneme,alphacoronavirus or betacoronavirus,,,,,repeat,longitudinal,RNA,rtRT-PCR,single,ORF1b,,faeces,Denmark,N,,Mønsted ,,,2014,,October,,,,Fall,,,,,,VERENA Admin,4/12/2022 2:13pm
881,detection and characterization of distinct alphacoronaviruses in five different bat species in denmark,Lazov et al.,Viruses,2018,2,1,0.500000,Myotis dasycneme,alphacoronavirus,,,,,repeat,longitudinal,RNA,rtRT-PCR,single,ORF1b,,faeces,Denmark,N,,Mønsted ,,,2015,,April,,,,Spring,,,,,,VERENA Admin,4/12/2022 2:13pm
882,detection and characterization of distinct alphacoronaviruses in five different bat species in denmark,Lazov et al.,Viruses,2018,1,1,1.000000,Myotis dasycneme,alphacoronavirus,,,,,repeat,longitudinal,RNA,rtRT-PCR,single,ORF1b,,faeces,Denmark,N,,Mønsted ,,,2015,,November,,,,Fall,,,,,,VERENA Admin,4/12/2022 2:13pm
883,detection and characterization of distinct alphacoronaviruses in five different bat species in denmark,Lazov et al.,Viruses,2018,6,1,0.166667,Myotis dasycneme,alphacoronavirus,,,,,repeat,longitudinal,RNA,rtRT-PCR,single,ORF1b,,faeces,Denmark,N,,Mønsted ,,,2016,,September,,,,Fall,,,,,,VERENA Admin,4/12/2022 2:13pm
884,detection and characterization of distinct alphacoronaviruses in five different bat species in denmark,Lazov et al.,Viruses,2018,2,2,1.000000,Myotis dasycneme,genus not specified,"cannot determine from primer, viral genus not given in data table, no sequencing information; likely alphacov because ""all generated coronavirus sequences belong to the genus Alphacoronavirus"" ",,,,repeat,longitudinal,RNA,rtRT-PCR,single,ORF1b,,faeces,Denmark,N,,Mønsted ,,,2016,,November,,,,Fall,,,,,,VERENA Admin,4/26/2022 1:20pm
885,detection and characterization of distinct alphacoronaviruses in five different bat species in denmark,Lazov et al.,Viruses,2018,7,0,0.000000,Myotis nattereri,alphacoronavirus or betacoronavirus,,,,,pooled,longitudinal,RNA,rtRT-PCR,single,ORF1b,,faeces,Denmark,N,,Bornholm,,,2013,,August,,September,,"Summer,Fall",,,,,,VERENA Admin,4/12/2022 2:13pm
886,detection and characterization of distinct alphacoronaviruses in five different bat species in denmark,Lazov et al.,Viruses,2018,1,0,0.000000,Myotis nattereri,alphacoronavirus or betacoronavirus,,,,,single,cross-sectional,RNA,rtRT-PCR,single,ORF1b,,faeces,Denmark,N,,"Lolland, Agerup forest",,,2013,,September,,,,Fall,,,,,,VERENA Admin,4/12/2022 2:13pm
887,detection and characterization of distinct alphacoronaviruses in five different bat species in denmark,Lazov et al.,Viruses,2018,2,1,0.500000,Myotis nattereri,alphacoronavirus,,,,,repeat,longitudinal,RNA,rtRT-PCR,single,ORF1b,,faeces,Denmark,N,,Mønsted ,,,2014,,October,,,,Fall,,,,,,VERENA Admin,4/12/2022 2:13pm
