"","UniqueID","title","author..from.Imported.table.2.","journal..from.Imported.table.2.","year..from.Imported.table.2.","sample","positives","prevalence","bat_species","virus_genus","virus_subgenus","virus_species","virus_strain","detection_type","study_type","detection_method","method_specific","single.multiple.PCR.method","gene_targets","Terminal.sampling.","tissue","country","country_hemisphere","state","site","longitude","latitude","sample_year","start_year","start_month","end_year","end_month","sample_season","sample_season_simplified","X..Sampling.Trips","Sex.Info.","Habitat.Disturbance.Info.","Coinfection.Info.","Flag","Entered.by","Last.modified","tissue_simplified","summer","fall","winter","spring","latidudedecimal","longitudedecimal","euthanasia","method_specific_simplified","species_for_reader"
"393",447,"coexistence of multiple coronaviruses in several bat colonies in an abandoned mineshaft","Ge et al.","Virol Sin",2016,106,0,0,"Rhinolophus affinis","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","China","N","Yunnan","mineshaft in Mojing County","NA","NA","","2012","August",2013,"July","","Summer,Fall,Spring",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","faecal, rectal, or anal","1","1","0","1",NA,NA,"No","PCR","Rhinolophus affinis"
"394",448,"coexistence of multiple coronaviruses in several bat colonies in an abandoned mineshaft","Ge et al.","Virol Sin",2016,106,1,0.009434,"Rhinolophus affinis","betacoronavirus ","Sarbecovirus","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","China","N","Yunnan","mineshaft in Mojing County","NA","NA","","2012","August",2013,"July","","Summer,Fall,Spring",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","faecal, rectal, or anal","1","1","0","1",NA,NA,"No","PCR","Rhinolophus affinis"
"395",451,"coexistence of multiple coronaviruses in several bat colonies in an abandoned mineshaft","Ge et al.","Virol Sin",2016,106,1,0.009434,"Rhinolophus affinis","alphacoronavirus/alphacoronavirus coinfection","","bat","HKU2/unclassified alphaCoV","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","China","N","Yunnan","mineshaft in Mojing County","NA","NA","","2012","August",2013,"July","","Summer,Fall,Spring",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","faecal, rectal, or anal","1","1","0","1",NA,NA,"No","PCR","Rhinolophus affinis"
"396",452,"coexistence of multiple coronaviruses in several bat colonies in an abandoned mineshaft","Ge et al.","Virol Sin",2016,106,0,0,"Rhinolophus affinis","alphacoronavirus/betacoronavirus coinfection","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","China","N","Yunnan","mineshaft in Mojing County","NA","NA","","2012","August",2013,"July","","Summer,Fall,Spring",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","faecal, rectal, or anal","1","1","0","1",NA,NA,"No","PCR","Rhinolophus affinis"
"397",457,"coexistence of multiple coronaviruses in several bat colonies in an abandoned mineshaft","Ge et al.","Virol Sin",2016,8,3,0.375,"Hipposideros pomona","alphacoronavirus","","bat","HKU10","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","China","N","Yunnan","mineshaft in Mojing County","NA","NA","","2012","August",2013,"July","","Summer,Fall,Spring",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","faecal, rectal, or anal","1","1","0","1",NA,NA,"No","PCR","Hipposideros pomona"
"398",458,"coexistence of multiple coronaviruses in several bat colonies in an abandoned mineshaft","Ge et al.","Virol Sin",2016,8,0,0,"Hipposideros pomona","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","China","N","Yunnan","mineshaft in Mojing County","NA","NA","","2012","August",2013,"July","","Summer,Fall,Spring",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","faecal, rectal, or anal","1","1","0","1",NA,NA,"No","PCR","Hipposideros pomona"
"399",462,"coexistence of multiple coronaviruses in several bat colonies in an abandoned mineshaft","Ge et al.","Virol Sin",2016,8,1,0.125,"Hipposideros pomona","alphacoronavirus/betacoronavirus coinfection","","bat","HKU10/unclassified betaCoV","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","China","N","Yunnan","mineshaft in Mojing County","NA","NA","","2012","August",2013,"July","","Summer,Fall,Spring",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","faecal, rectal, or anal","1","1","0","1",NA,NA,"No","PCR","Hipposideros pomona"
"400",463,"coexistence of multiple coronaviruses in several bat colonies in an abandoned mineshaft","Ge et al.","Virol Sin",2016,86,28,0.325581,"Miniopterus schreibersii","alphacoronavirus","","bat","Miniopterus bat coronavirus 1","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","China","N","Yunnan","mineshaft in Mojing County","NA","NA","","2012","August",2013,"July","","Summer,Fall,Spring",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","faecal, rectal, or anal","1","1","0","1",NA,NA,"No","PCR","Miniopterus schreibersii"
"401",464,"coexistence of multiple coronaviruses in several bat colonies in an abandoned mineshaft","Ge et al.","Virol Sin",2016,86,0,0,"Miniopterus schreibersii","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","China","N","Yunnan","mineshaft in Mojing County","NA","NA","","2012","August",2013,"July","","Summer,Fall,Spring",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","faecal, rectal, or anal","1","1","0","1",NA,NA,"No","PCR","Miniopterus schreibersii"
"402",465,"coexistence of multiple coronaviruses in several bat colonies in an abandoned mineshaft","Ge et al.","Virol Sin",2016,86,1,0.011628,"Miniopterus schreibersii","alphacoronavirus","","bat","Miniopterus bat coronavirus HKU7","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","China","N","Yunnan","mineshaft in Mojing County","NA","NA","","2012","August",2013,"July","","Summer,Fall,Spring",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","faecal, rectal, or anal","1","1","0","1",NA,NA,"No","PCR","Miniopterus schreibersii"
"403",466,"coexistence of multiple coronaviruses in several bat colonies in an abandoned mineshaft","Ge et al.","Virol Sin",2016,86,29,0.337209,"Miniopterus schreibersii","alphacoronavirus","","bat","Miniopterus bat coronavirus HKU8","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","China","N","Yunnan","mineshaft in Mojing County","NA","NA","","2012","August",2013,"July","","Summer,Fall,Spring",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","faecal, rectal, or anal","1","1","0","1",NA,NA,"No","PCR","Miniopterus schreibersii"
"404",468,"coexistence of multiple coronaviruses in several bat colonies in an abandoned mineshaft","Ge et al.","Virol Sin",2016,86,0,0,"Miniopterus schreibersii","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","China","N","Yunnan","mineshaft in Mojing County","NA","NA","","2012","August",2013,"July","","Summer,Fall,Spring",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","faecal, rectal, or anal","1","1","0","1",NA,NA,"No","PCR","Miniopterus schreibersii"
"405",469,"coexistence of multiple coronaviruses in several bat colonies in an abandoned mineshaft","Ge et al.","Virol Sin",2016,86,5,0.05814,"Miniopterus schreibersii","alphacoronavirus/alphacoronavirus coinfection","","bat","1/HKU8","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","China","N","Yunnan","mineshaft in Mojing County","NA","NA","","2012","August",2013,"July","","Summer,Fall,Spring",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","faecal, rectal, or anal","1","1","0","1",NA,NA,"No","PCR","Miniopterus schreibersii"
"406",472,"coexistence of multiple coronaviruses in several bat colonies in an abandoned mineshaft","Ge et al.","Virol Sin",2016,86,0,0,"Miniopterus schreibersii","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","China","N","Yunnan","mineshaft in Mojing County","NA","NA","","2012","August",2013,"July","","Summer,Fall,Spring",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","faecal, rectal, or anal","1","1","0","1",NA,NA,"No","PCR","Miniopterus schreibersii"
"407",473,"coexistence of multiple coronaviruses in several bat colonies in an abandoned mineshaft","Ge et al.","Virol Sin",2016,26,12,0.461538,"Miniopterus fuliginosus","alphacoronavirus","","bat","Miniopterus bat coronavirus 1","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","China","N","Yunnan","mineshaft in Mojing County","NA","NA","","2012","August",2013,"July","","Summer,Fall,Spring",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","faecal, rectal, or anal","1","1","0","1",NA,NA,"No","PCR","Miniopterus fuliginosus"
"408",479,"coexistence of multiple coronaviruses in several bat colonies in an abandoned mineshaft","Ge et al.","Virol Sin",2016,26,3,0.115385,"Miniopterus fuliginosus","alphacoronavirus/alphacoronavirus coinfection","","bat","1/HKU8","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","China","N","Yunnan","mineshaft in Mojing County","NA","NA","","2012","August",2013,"July","","Summer,Fall,Spring",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","faecal, rectal, or anal","1","1","0","1",NA,NA,"No","PCR","Miniopterus fuliginosus"
"409",480,"coexistence of multiple coronaviruses in several bat colonies in an abandoned mineshaft","Ge et al.","Virol Sin",2016,26,0,0,"Miniopterus fuliginosus","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","China","N","Yunnan","mineshaft in Mojing County","NA","NA","","2012","August",2013,"July","","Summer,Fall,Spring",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","faecal, rectal, or anal","1","1","0","1",NA,NA,"No","PCR","Miniopterus fuliginosus"
"410",486,"coexistence of multiple coronaviruses in several bat colonies in an abandoned mineshaft","Ge et al.","Virol Sin",2016,5,2,0.4,"Miniopterus fuscus","alphacoronavirus","","bat","Miniopterus bat coronavirus HKU8","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","China","N","Yunnan","mineshaft in Mojing County","NA","NA","","2012","August",2013,"July","","Summer,Fall,Spring",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","faecal, rectal, or anal","1","1","0","1",NA,NA,"No","PCR","Miniopterus fuscus"
"411",488,"coexistence of multiple coronaviruses in several bat colonies in an abandoned mineshaft","Ge et al.","Virol Sin",2016,5,0,0,"Miniopterus fuscus","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","China","N","Yunnan","mineshaft in Mojing County","NA","NA","","2012","August",2013,"July","","Summer,Fall,Spring",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","faecal, rectal, or anal","1","1","0","1",NA,NA,"No","PCR","Miniopterus fuscus"
"412",490,"coexistence of multiple coronaviruses in several bat colonies in an abandoned mineshaft","Ge et al.","Virol Sin",2016,5,1,0.2,"Miniopterus fuscus","alphacoronavirus/alphacoronavirus coinfection","","bat","HKU8/unclassified alphaCoV","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","China","N","Yunnan","mineshaft in Mojing County","NA","NA","","2012","August",2013,"July","","Summer,Fall,Spring",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","faecal, rectal, or anal","1","1","0","1",NA,NA,"No","PCR","Miniopterus fuscus"
"413",492,"coexistence of multiple coronaviruses in several bat colonies in an abandoned mineshaft","Ge et al.","Virol Sin",2016,5,0,0,"Miniopterus fuscus","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","China","N","Yunnan","mineshaft in Mojing County","NA","NA","","2012","August",2013,"July","","Summer,Fall,Spring",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","faecal, rectal, or anal","1","1","0","1",NA,NA,"No","PCR","Miniopterus fuscus"
"414",494,"complete genome sequence of bat coronavirus hku2 from chinese horseshoe bats revealed a much smaller spike gene with a different evolutionary lineage from the rest of the genome","Lau et al.","Virology",2007,348,29,0.083333,"Rhinolophus sinicus","alphacoronavirus","","bat","HKU2","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"alimentary specimen","China","N","Hong Kong","","NA","NA","","2004","April",2006,"April","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","intestine","1","1","1","1",NA,NA,"Yes, for this study","PCR","Rhinolophus sinicus"
"415",496,"complete genome sequence of bat coronavirus hku2 from chinese horseshoe bats revealed a much smaller spike gene with a different evolutionary lineage from the rest of the genome","Lau et al.","Virology",2007,348,29,0.083333,"Rhinolophus sinicus","betacoronavirus ","Sarbecovirus","bat","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"alimentary specimen","China","N","Hong Kong","","NA","NA","","2004","April",2006,"April","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","intestine","1","1","1","1",NA,NA,"Yes, for this study","PCR","Rhinolophus sinicus"
"416",495,"complete genome sequence of bat coronavirus hku2 from chinese horseshoe bats revealed a much smaller spike gene with a different evolutionary lineage from the rest of the genome","Lau et al.","Virology",2007,64,6,0.09375,"Rhinolophus sinicus","alphacoronavirus","","bat","HKU2","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"alimentary specimen","China","N","Guangdong","","NA","NA","","2004","April",2006,"April","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","intestine","1","1","1","1",NA,NA,"Yes, for this study","PCR","Rhinolophus sinicus"
"417",497,"complete genome sequence of bat coronavirus hku2 from chinese horseshoe bats revealed a much smaller spike gene with a different evolutionary lineage from the rest of the genome","Lau et al.","Virology",2007,64,1,0.015625,"Rhinolophus sinicus","betacoronavirus ","Sarbecovirus","bat","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"alimentary specimen","China","N","Guangdong","","NA","NA","","2004","April",2006,"April","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","intestine","1","1","1","1",NA,NA,"Yes, for this study","PCR","Rhinolophus sinicus"
"418",498,"complete genome sequence of bat coronavirus hku2 from chinese horseshoe bats revealed a much smaller spike gene with a different evolutionary lineage from the rest of the genome","Lau et al.","Virology",2007,64,1,0.015625,"Rhinolophus sinicus","alphacoronavirus/betacoronavirus coinfection","","bat","HKU2/SARS","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"alimentary specimen","China","N","Guangdong","","NA","NA","","2004","April",2006,"April","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","intestine","1","1","1","1",NA,NA,"Yes, for this study","PCR","Rhinolophus sinicus"
"419",2959,"complete genome sequence of bat coronavirus hku2 from chinese horseshoe bats revealed a much smaller spike gene with a different evolutionary lineage from the rest of the genome","Lau et al.","Virology",2007,348,0,0,"Rhinolophus sinicus","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"respiratory specimen","China","N","Hong Kong","","NA","NA","","2004","April",2006,"April","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","lung or respiratory","1","1","1","1",NA,NA,"Yes, for this study","PCR","Rhinolophus sinicus"
"420",2960,"complete genome sequence of bat coronavirus hku2 from chinese horseshoe bats revealed a much smaller spike gene with a different evolutionary lineage from the rest of the genome","Lau et al.","Virology",2007,64,0,0,"Rhinolophus sinicus","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"respiratory specimen","China","N","Guangdong","","NA","NA","","2004","April",2006,"April","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","lung or respiratory","1","1","1","1",NA,NA,"Yes, for this study","PCR","Rhinolophus sinicus"
"421",501,"coronavirus and paramyxovirus in bats from northwest italy","Rizzo et al.","Bmc Vet Res",2017,56,1,0.017857,"Pipistrellus kuhlii","alphacoronavirus","","","Pkuh605_IT_14","single","cross-sectional","RNA","end point PCR","single","RdRp",NA,"faeces","Italy","N","?","?","NA","NA","2014","","",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","faecal, rectal, or anal","1","1","1","1",NA,NA,"No","PCR","Pipistrellus kuhlii"
"422",526,"coronavirus and paramyxovirus in bats from northwest italy","Rizzo et al.","Bmc Vet Res",2017,56,1,0.017857,"Pipistrellus kuhlii","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","end point PCR","single","RdRp",NA,"faeces or urine swab","Italy","N","Piedmont + Liguria","pool of 43 sites in Northern Italy","NA","NA","","2013","",2016,"","mid-June to October","Summer,Fall",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","pooled swabs/samples","1","1","0","0",NA,NA,"No","PCR","Pipistrellus kuhlii"
"423",502,"coronavirus and paramyxovirus in bats from northwest italy","Rizzo et al.","Bmc Vet Res",2017,20,1,0.05,"Pipistrellus pipistrellus","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","end point PCR","single","RdRp",NA,"faeces or urine swab","Italy","N","Piedmont + Liguria","pool of 43 sites in Northern Italy","NA","NA","","2013","",2016,"","mid-June to October","Summer,Fall",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","pooled swabs/samples","1","1","0","0",NA,NA,"No","PCR","Pipistrellus pipistrellus"
"424",523,"coronavirus and paramyxovirus in bats from northwest italy","Rizzo et al.","Bmc Vet Res",2017,20,1,0.05,"Pipistrellus pipistrellus","alphacoronavirus","",""," Ppip1015C_IT_14","single","cross-sectional","RNA","end point PCR","single","RdRp",NA,"urine swab","Italy","N","Vercelli","Trino","NA","NA","2014","","",NA,"","August","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","urinary","1","0","0","0",NA,NA,"No","PCR","Pipistrellus pipistrellus"
"425",524,"coronavirus and paramyxovirus in bats from northwest italy","Rizzo et al.","Bmc Vet Res",2017,20,1,0.05,"Pipistrellus pipistrellus","alphacoronavirus","",""," Ppip1016_IT_14","single","cross-sectional","RNA","end point PCR","single","RdRp",NA,"faeces","Italy","N","Vercelli","Trino","NA","NA","2014","","",NA,"","August","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","faecal, rectal, or anal","1","0","0","0",NA,NA,"No","PCR","Pipistrellus pipistrellus"
"426",525,"coronavirus and paramyxovirus in bats from northwest italy","Rizzo et al.","Bmc Vet Res",2017,20,1,0.05,"Pipistrellus pipistrellus","alphacoronavirus","",""," Ppip1000_IT_14","single","cross-sectional","RNA","end point PCR","single","RdRp",NA,"faeces","Italy","N","Verbano-Cusio-Ossola","Baceno","NA","NA","2014","","",NA,"","August","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","faecal, rectal, or anal","1","0","0","0",NA,NA,"No","PCR","Pipistrellus pipistrellus"
"427",503,"coronavirus and paramyxovirus in bats from northwest italy","Rizzo et al.","Bmc Vet Res",2017,2,0,0,"Pipistrellus nathusii","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","end point PCR","single","RdRp",NA,"faeces or urine swab","Italy","N","Piedmont + Liguria","pool of 43 sites in Northern Italy","NA","NA","","2013","",2016,"","mid-June to October","Summer,Fall",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","pooled swabs/samples","1","1","0","0",NA,NA,"No","PCR","Pipistrellus nathusii"
"428",504,"coronavirus and paramyxovirus in bats from northwest italy","Rizzo et al.","Bmc Vet Res",2017,43,2,0.046512,"Myotis myotis","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","end point PCR","single","RdRp",NA,"faeces or urine swab","Italy","N","Piedmont + Liguria","pool of 43 sites in Northern Italy","NA","NA","","2013","",2016,"","mid-June to October","Summer,Fall",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","pooled swabs/samples","1","1","0","0",NA,NA,"No","PCR","Myotis myotis"
"429",527,"coronavirus and paramyxovirus in bats from northwest italy","Rizzo et al.","Bmc Vet Res",2017,43,1,0.023256,"Myotis myotis","alphacoronavirus","","","Mmyo4658_IT_16","single","cross-sectional","RNA","end point PCR","single","RdRp",NA,"faeces","Italy","N","Cuneo","Santa Vittoria d’Alba","NA","NA","2016","","",NA,"","August","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","faecal, rectal, or anal","1","0","0","0",NA,NA,"No","PCR","Myotis myotis"
"430",528,"coronavirus and paramyxovirus in bats from northwest italy","Rizzo et al.","Bmc Vet Res",2017,43,1,0.023256,"Myotis myotis","alphacoronavirus","","","Mmyo4663_IT_16","single","cross-sectional","RNA","end point PCR","single","RdRp",NA,"faeces","Italy","N","?","?","NA","NA","2016","","",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","faecal, rectal, or anal","1","1","1","1",NA,NA,"No","PCR","Myotis myotis"
"431",505,"coronavirus and paramyxovirus in bats from northwest italy","Rizzo et al.","Bmc Vet Res",2017,1,0,0,"Myotis brandtii","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","end point PCR","single","RdRp",NA,"faeces or urine swab","Italy","N","Piedmont + Liguria","pool of 43 sites in Northern Italy","NA","NA","","2013","",2016,"","mid-June to October","Summer,Fall",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","pooled swabs/samples","1","1","0","0",NA,NA,"No","PCR","Myotis brandtii"
"432",506,"coronavirus and paramyxovirus in bats from northwest italy","Rizzo et al.","Bmc Vet Res",2017,1,0,0,"Myotis bechsteinii","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","end point PCR","single","RdRp",NA,"faeces or urine swab","Italy","N","Piedmont + Liguria","pool of 43 sites in Northern Italy","NA","NA","","2013","",2016,"","mid-June to October","Summer,Fall",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","pooled swabs/samples","1","1","0","0",NA,NA,"No","PCR","Myotis bechsteinii"
"433",507,"coronavirus and paramyxovirus in bats from northwest italy","Rizzo et al.","Bmc Vet Res",2017,22,1,0.045455,"Myotis nattereri","alphacoronavirus","","","Mnat560_IT_13","single","cross-sectional","RNA","end point PCR","single","RdRp",NA,"faeces","Italy","N","Cuneo"," Ormea","NA","NA","","2013","",NA,"","August","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","faecal, rectal, or anal","1","0","0","0",NA,NA,"No","PCR","Myotis nattereri"
"434",520,"coronavirus and paramyxovirus in bats from northwest italy","Rizzo et al.","Bmc Vet Res",2017,22,1,0.045455,"Myotis nattereri","alphacoronavirus","","","Mnat562_IT_13","single","cross-sectional","RNA","end point PCR","single","RdRp",NA,"urine swab","Italy","N","Cuneo"," Ormea","NA","NA","","2013","",NA,"","August","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","urinary","1","0","0","0",NA,NA,"No","PCR","Myotis nattereri"
"435",522,"coronavirus and paramyxovirus in bats from northwest italy","Rizzo et al.","Bmc Vet Res",2017,22,1,0.045455,"Myotis nattereri","alphacoronavirus","",""," Mnat1021_IT_14","single","cross-sectional","RNA","end point PCR","single","RdRp",NA,"faeces","Italy","N","Torino","Verrua Savoia","NA","NA","","2014","",NA,"","August","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","faecal, rectal, or anal","1","0","0","0",NA,NA,"No","PCR","Myotis nattereri"
"436",508,"coronavirus and paramyxovirus in bats from northwest italy","Rizzo et al.","Bmc Vet Res",2017,24,2,0.083333,"Myotis daubentonii","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","end point PCR","single","RdRp",NA,"faeces or urine swab","Italy","N","Piedmont + Liguria","pool of 43 sites in Northern Italy","NA","NA","","2013","",2016,"","mid-June to October","Summer,Fall",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","pooled swabs/samples","1","1","0","0",NA,NA,"No","PCR","Myotis daubentonii"
"437",509,"coronavirus and paramyxovirus in bats from northwest italy","Rizzo et al.","Bmc Vet Res",2017,29,0,0,"Myotis emarginatus","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","end point PCR","single","RdRp",NA,"faeces or urine swab","Italy","N","Piedmont + Liguria","pool of 43 sites in Northern Italy","NA","NA","","2013","",2016,"","mid-June to October","Summer,Fall",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","pooled swabs/samples","1","1","0","0",NA,NA,"No","PCR","Myotis emarginatus"
"438",510,"coronavirus and paramyxovirus in bats from northwest italy","Rizzo et al.","Bmc Vet Res",2017,23,1,0.043478,"Myotis oxygnathus","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","end point PCR","single","RdRp",NA,"faeces or urine swab","Italy","N","?","?","NA","NA","","?","",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","pooled swabs/samples","1","1","1","1",NA,NA,"No","PCR","Myotis blythii"
"439",530,"coronavirus and paramyxovirus in bats from northwest italy","Rizzo et al.","Bmc Vet Res",2017,23,1,0.043478,"Myotis oxygnathus","alphacoronavirus","",""," Moxy4235_IT_16","single","cross-sectional","RNA","end point PCR","single","RdRp",NA,"faeces","Italy","N","Savona","Finale Ligure","NA","NA","","2016","",NA,"","July","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","faecal, rectal, or anal","1","0","0","0",NA,NA,"No","PCR","Myotis blythii"
"440",511,"coronavirus and paramyxovirus in bats from northwest italy","Rizzo et al.","Bmc Vet Res",2017,3,0,0,"Myotis mistacinus","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","end point PCR","single","RdRp",NA,"faeces or urine swab","Italy","N","Piedmont + Liguria","pool of 43 sites in Northern Italy","NA","NA","","2013","",2016,"","mid-June to October","Summer,Fall",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","pooled swabs/samples","1","1","0","0",NA,NA,"No","PCR","Myotis mystacinus"
"441",512,"coronavirus and paramyxovirus in bats from northwest italy","Rizzo et al.","Bmc Vet Res",2017,5,0,0,"Hypsugo savii","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","end point PCR","single","RdRp",NA,"faeces or urine swab","Italy","N","Piedmont + Liguria","pool of 43 sites in Northern Italy","NA","NA","","2013","",2016,"","mid-June to October","Summer,Fall",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","pooled swabs/samples","1","1","0","0",NA,NA,"No","PCR","Pipistrellus savii"
"442",513,"coronavirus and paramyxovirus in bats from northwest italy","Rizzo et al.","Bmc Vet Res",2017,14,1,0.071429,"Plecotus auritus","betacoronavirus ","","","Paur4241_IT_16","single","cross-sectional","RNA","end point PCR","single","RdRp",NA,"faeces","Italy","N","Cuneo","Garessio","NA","NA","2016","","",NA,"","September","Fall",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","faecal, rectal, or anal","0","1","0","0",NA,NA,"No","PCR","Plecotus auritus"
"443",514,"coronavirus and paramyxovirus in bats from northwest italy","Rizzo et al.","Bmc Vet Res",2017,1,0,0,"Plecotus austriacus","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","end point PCR","single","RdRp",NA,"faeces or urine swab","Italy","N","Piedmont + Liguria","pool of 43 sites in Northern Italy","NA","NA","","2013","",2016,"","mid-June to October","Summer,Fall",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","pooled swabs/samples","1","1","0","0",NA,NA,"No","PCR","Plecotus austriacus"
"444",515,"coronavirus and paramyxovirus in bats from northwest italy","Rizzo et al.","Bmc Vet Res",2017,1,0,0,"Plecotus macrobullaris","alphacoronavirus or betacoronavirus","","","","pooled","cross-sectional","RNA","end point PCR","single","RdRp",NA,"faeces or urine swab","Italy","N","Piedmont + Liguria","pool of 43 sites in Northern Italy","NA","NA","","2013","",2016,"","mid-June to October","Summer,Fall",NA,"","","","","VERENA Admin","4/12/2022 2:09pm","pooled swabs/samples","1","1","0","0",NA,NA,"No","PCR","Plecotus macrobullaris"
