"","UniqueID","title","author..from.Imported.table.2.","journal..from.Imported.table.2.","year..from.Imported.table.2.","sample","positives","prevalence","bat_species","virus_genus","virus_subgenus","virus_species","virus_strain","detection_type","study_type","detection_method","method_specific","single.multiple.PCR.method","gene_targets","Terminal.sampling.","tissue","country","country_hemisphere","state","site","longitude","latitude","sample_year","start_year","start_month","end_year","end_month","sample_season","sample_season_simplified","X..Sampling.Trips","Sex.Info.","Habitat.Disturbance.Info.","Coinfection.Info.","Flag","Entered.by","Last.modified","tissue_simplified","summer","fall","winter","spring","latidudedecimal","longitudedecimal","euthanasia","method_specific_simplified","spec","species_for_reader","species","studies","observation","study","yi","vi","backtrans","phylo","species_char","family"
"763",865,"cross-sectional surveillance of middle east respiratory syndrome coronavirus (mers-cov) in dromedary camels and other mammals in egypt, august 2015 to january 2016","Ali et al.","Eurosurveillance",2017,27,0,0,"Taphozous perforates","betacoronavirus","Merbecovirus","","","single","cross-sectional","RNA","rtRT-PCR","single","UpE, Orf1a, RdRp, N",NA,"throat swab","Egypt","N","","","NA","NA","2015/2016","","",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:12pm","oropharyngeal","1","1","1","1",NA,NA,"No","PCR",1,"Taphozous perforatus","Taphozous perforatus","cross-sectional surveillance of middle east respiratory syndrome coronavirus (mers-cov) in dromedary camels and other mammals in egypt, august 2015 to january 2016","601","cross-sectional surveillance of middle east respiratory syndrome coronavirus (mers-cov) in dromedary camels and other mammals in egypt, august 2015 to january 2016",0.0950628016732334,0.00909090909090909,0,"Taphozous perforatus","Taphozous perforatus","EMBALLONURIDAE"
"764",867,"detection of a virus related to betacoronaviruses in italian greater horseshoe bats","Balboni et al.","Epidemiol Infect",2011,41,2,0.04878,"Rhinolophus ferrumequinum","betacoronavirus","Sarbecovirus","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"faeces","Italy","N","Modena and Foggia","","NA","NA","2009","","",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:12pm","faecal, rectal, or anal","1","1","1","1",NA,NA,"No","PCR",1,"Rhinolophus ferrumequinum","Rhinolophus ferrumequinum","detection of a virus related to betacoronaviruses in italian greater horseshoe bats","602","detection of a virus related to betacoronaviruses in italian greater horseshoe bats",0.245268870187016,0.00602409638554217,0.048780487804878,"Rhinolophus ferrumequinum","Rhinolophus ferrumequinum","RHINOLOPHIDAE"
"765",868,"detection of a virus related to betacoronaviruses in italian greater horseshoe bats","Balboni et al.","Epidemiol Infect",2011,11,0,0,"Rhinolophus ferrumequinum","alphacoronavirus or betacoronavirus or gammacoronavirus","","","","pooled","cross-sectional","RNA","RT-PCR","single","RdRp",NA,"anal swab","Italy","N","","","NA","NA","2009","","",NA,"","","Year",NA,"","","","","VERENA Admin","4/12/2022 2:12pm","faecal, rectal, or anal","1","1","1","1",NA,NA,"No","PCR",1,"Rhinolophus ferrumequinum","Rhinolophus ferrumequinum","detection of a virus related to betacoronaviruses in italian greater horseshoe bats","603","detection of a virus related to betacoronaviruses in italian greater horseshoe bats",0.146421385864288,0.0217391304347826,0,"Rhinolophus ferrumequinum","Rhinolophus ferrumequinum","RHINOLOPHIDAE"
"766",870,"detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","Lazov et al.","Viruses",2018,2,0,0,"Myotis daubentonii","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","rtRT-PCR","single","ORF1b",NA,"faeces","Denmark","N","","Vesløs - 2 individuals","NA","NA","2013","","September",NA,"","","Fall",NA,"","","","","VERENA Admin","4/12/2022 2:13pm","faecal, rectal, or anal","0","1","0","0",NA,NA,"No","PCR",1,"Myotis daubentonii","Myotis daubentonii","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","604","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark",0.307739854335194,0.1,0,"Myotis daubentonii","Myotis daubentonii","VESPERTILIONIDAE"
"767",1839,"detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","Lazov et al.","Viruses",2018,2,0,0,"Myotis daubentonii","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","rtRT-PCR","single","ORF1b",NA,"roost feces","Denmark","N","","Vesløs - 2 from nest boxes","NA","NA","2013","","September",NA,"","","Fall",NA,"","","","","VERENA Admin","4/12/2022 2:13pm","faecal, rectal, or anal","0","1","0","0",NA,NA,"No","PCR",1,"Myotis daubentonii","Myotis daubentonii","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","605","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark",0.307739854335194,0.1,0,"Myotis daubentonii","Myotis daubentonii","VESPERTILIONIDAE"
"768",871,"detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","Lazov et al.","Viruses",2018,40,8,0.2,"Myotis daubentonii","alphacoronavirus","","","","repeat","longitudinal","RNA","rtRT-PCR","single","ORF1b",NA,"faeces","Denmark","N","","Mønsted ","NA","NA","2013","","October",NA,"","","Fall",NA,"","","","","VERENA Admin","4/12/2022 2:13pm","faecal, rectal, or anal","0","1","0","0",NA,NA,"No","PCR",1,"Myotis daubentonii","Myotis daubentonii","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","606","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark",0.472568996616836,0.00617283950617284,0.2,"Myotis daubentonii","Myotis daubentonii","VESPERTILIONIDAE"
"769",872,"detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","Lazov et al.","Viruses",2018,53,9,0.169811,"Myotis daubentonii","alphacoronavirus","","","","repeat","longitudinal","RNA","rtRT-PCR","single","ORF1b",NA,"faeces","Denmark","N","","Mønsted ","NA","NA","2014","","October",NA,"","","Fall",NA,"","","","","VERENA Admin","4/12/2022 2:13pm","faecal, rectal, or anal","0","1","0","0",NA,NA,"No","PCR",1,"Myotis daubentonii","Myotis daubentonii","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","607","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark",0.432697152310956,0.00467289719626168,0.169811320754717,"Myotis daubentonii","Myotis daubentonii","VESPERTILIONIDAE"
"770",873,"detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","Lazov et al.","Viruses",2018,4,1,0.25,"Myotis daubentonii","alphacoronavirus","","","","repeat","longitudinal","RNA","rtRT-PCR","single","ORF1b",NA,"faeces","Denmark","N","","Mønsted ","NA","NA","2015","","April",NA,"","","Spring",NA,"","","","","VERENA Admin","4/12/2022 2:13pm","faecal, rectal, or anal","0","0","0","1",NA,NA,"No","PCR",1,"Myotis daubentonii","Myotis daubentonii","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","608","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark",0.574183406001544,0.0555555555555556,0.25,"Myotis daubentonii","Myotis daubentonii","VESPERTILIONIDAE"
"771",874,"detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","Lazov et al.","Viruses",2018,10,6,0.6,"Myotis daubentonii","alphacoronavirus","","","","repeat","longitudinal","RNA","rtRT-PCR","single","ORF1b",NA,"faeces","Denmark","N","","Mønsted ","NA","NA","2015","","October",NA,"","","Fall",NA,"","","","","VERENA Admin","4/12/2022 2:13pm","faecal, rectal, or anal","0","1","0","0",NA,NA,"No","PCR",1,"Myotis daubentonii","Myotis daubentonii","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","609","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark",0.8772135155977,0.0238095238095238,0.6,"Myotis daubentonii","Myotis daubentonii","VESPERTILIONIDAE"
"772",875,"detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","Lazov et al.","Viruses",2018,11,6,0.545455,"Myotis daubentonii","alphacoronavirus","","","","repeat","longitudinal","RNA","rtRT-PCR","single","ORF1b",NA,"faeces","Denmark","N","","Mønsted ","NA","NA","2015","","November",NA,"","","Fall",NA,"","","","","VERENA Admin","4/12/2022 2:13pm","faecal, rectal, or anal","0","1","0","0",NA,NA,"No","PCR",1,"Myotis daubentonii","Myotis daubentonii","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","610","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark",0.827260183202371,0.0217391304347826,0.545454545454545,"Myotis daubentonii","Myotis daubentonii","VESPERTILIONIDAE"
"773",876,"detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","Lazov et al.","Viruses",2018,5,0,0,"Myotis daubentonii","alphacoronavirus or betacoronavirus","","","","repeat","longitudinal","RNA","rtRT-PCR","single","ORF1b",NA,"faeces","Denmark","N","","Mønsted ","NA","NA","2016","","May",NA,"","","Spring",NA,"","","","","VERENA Admin","4/12/2022 2:13pm","faecal, rectal, or anal","0","0","0","1",NA,NA,"No","PCR",1,"Myotis daubentonii","Myotis daubentonii","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","611","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark",0.210267167641983,0.0454545454545455,0,"Myotis daubentonii","Myotis daubentonii","VESPERTILIONIDAE"
"774",877,"detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","Lazov et al.","Viruses",2018,58,13,0.224138,"Myotis daubentonii","alphacoronavirus","","","","repeat","longitudinal","RNA","rtRT-PCR","single","ORF1b",NA,"faeces","Denmark","N","","Mønsted ","NA","NA","2016","","September",NA,"","","Fall",NA,"","","","","VERENA Admin","4/12/2022 2:13pm","faecal, rectal, or anal","0","1","0","0",NA,NA,"No","PCR",1,"Myotis daubentonii","Myotis daubentonii","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","612","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark",0.498702972951612,0.00427350427350427,0.224137931034483,"Myotis daubentonii","Myotis daubentonii","VESPERTILIONIDAE"
"775",878,"detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","Lazov et al.","Viruses",2018,2,0,0,"Myotis daubentonii","alphacoronavirus or betacoronavirus","","","","repeat","longitudinal","RNA","rtRT-PCR","single","ORF1b",NA,"faeces","Denmark","N","","Mønsted ","NA","NA","2017","","April",NA,"","","Spring",NA,"","","","","VERENA Admin","4/12/2022 2:13pm","faecal, rectal, or anal","0","0","0","1",NA,NA,"No","PCR",1,"Myotis daubentonii","Myotis daubentonii","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","613","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark",0.307739854335194,0.1,0,"Myotis daubentonii","Myotis daubentonii","VESPERTILIONIDAE"
"776",879,"detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","Lazov et al.","Viruses",2018,2,0,0,"Myotis dasycneme","alphacoronavirus or betacoronavirus","","","","repeat","longitudinal","RNA","rtRT-PCR","single","ORF1b",NA,"faeces","Denmark","N","","Mønsted ","NA","NA","2013","","October",NA,"","","Fall",NA,"","","","","VERENA Admin","4/12/2022 2:13pm","faecal, rectal, or anal","0","1","0","0",NA,NA,"No","PCR",1,"Myotis dasycneme","Myotis dasycneme","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","614","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark",0.307739854335194,0.1,0,"Myotis dasycneme","Myotis dasycneme","VESPERTILIONIDAE"
"777",880,"detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","Lazov et al.","Viruses",2018,6,0,0,"Myotis dasycneme","alphacoronavirus or betacoronavirus","","","","repeat","longitudinal","RNA","rtRT-PCR","single","ORF1b",NA,"faeces","Denmark","N","","Mønsted ","NA","NA","2014","","October",NA,"","","Fall",NA,"","","","","VERENA Admin","4/12/2022 2:13pm","faecal, rectal, or anal","0","1","0","0",NA,NA,"No","PCR",1,"Myotis dasycneme","Myotis dasycneme","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","615","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark",0.19379834332759,0.0384615384615385,0,"Myotis dasycneme","Myotis dasycneme","VESPERTILIONIDAE"
"778",881,"detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","Lazov et al.","Viruses",2018,2,1,0.5,"Myotis dasycneme","alphacoronavirus","","","","repeat","longitudinal","RNA","rtRT-PCR","single","ORF1b",NA,"faeces","Denmark","N","","Mønsted ","NA","NA","2015","","April",NA,"","","Spring",NA,"","","","","VERENA Admin","4/12/2022 2:13pm","faecal, rectal, or anal","0","0","0","1",NA,NA,"No","PCR",1,"Myotis dasycneme","Myotis dasycneme","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","616","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark",0.785398163397448,0.1,0.5,"Myotis dasycneme","Myotis dasycneme","VESPERTILIONIDAE"
"779",882,"detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","Lazov et al.","Viruses",2018,1,1,1,"Myotis dasycneme","alphacoronavirus","","","","repeat","longitudinal","RNA","rtRT-PCR","single","ORF1b",NA,"faeces","Denmark","N","","Mønsted ","NA","NA","2015","","November",NA,"","","Fall",NA,"","","","","VERENA Admin","4/12/2022 2:13pm","faecal, rectal, or anal","0","1","0","0",NA,NA,"No","PCR",1,"Myotis dasycneme","Myotis dasycneme","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","617","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark",1.17809724509617,0.166666666666667,1,"Myotis dasycneme","Myotis dasycneme","VESPERTILIONIDAE"
"780",883,"detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","Lazov et al.","Viruses",2018,6,1,0.166667,"Myotis dasycneme","alphacoronavirus","","","","repeat","longitudinal","RNA","rtRT-PCR","single","ORF1b",NA,"faeces","Denmark","N","","Mønsted ","NA","NA","2016","","September",NA,"","","Fall",NA,"","","","","VERENA Admin","4/12/2022 2:13pm","faecal, rectal, or anal","0","1","0","0",NA,NA,"No","PCR",1,"Myotis dasycneme","Myotis dasycneme","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","618","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark",0.475769664007905,0.0384615384615385,0.166666666666667,"Myotis dasycneme","Myotis dasycneme","VESPERTILIONIDAE"
"781",884,"detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","Lazov et al.","Viruses",2018,2,2,1,"Myotis dasycneme","alphacoronavirus or betacoronavirus","","","","repeat","longitudinal","RNA","rtRT-PCR","single","ORF1b",NA,"faeces","Denmark","N","","Mønsted ","NA","NA","2016","","November",NA,"","","Fall",NA,"","","","","VERENA Admin","4/12/2022 2:13pm","faecal, rectal, or anal","0","1","0","0",NA,NA,"No","PCR",1,"Myotis dasycneme","Myotis dasycneme","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","619","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark",1.2630564724597,0.1,1,"Myotis dasycneme","Myotis dasycneme","VESPERTILIONIDAE"
"782",885,"detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","Lazov et al.","Viruses",2018,7,0,0,"Myotis nattereri","alphacoronavirus or betacoronavirus","","","","pooled","longitudinal","RNA","rtRT-PCR","single","ORF1b",NA,"faeces","Denmark","N","","Bornholm","NA","NA","2013","","August",NA,"September","","Summer,Fall",NA,"","","","","VERENA Admin","4/12/2022 2:13pm","faecal, rectal, or anal","1","1","0","0",NA,NA,"No","PCR",1,"Myotis nattereri","Myotis nattereri","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","620","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark",0.180683561953354,0.0333333333333333,0,"Myotis nattereri","Myotis nattereri","VESPERTILIONIDAE"
"783",886,"detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","Lazov et al.","Viruses",2018,1,0,0,"Myotis nattereri","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","rtRT-PCR","single","ORF1b",NA,"faeces","Denmark","N","","Lolland, Agerup forest","NA","NA","2013","","September",NA,"","","Fall",NA,"","","","","VERENA Admin","4/12/2022 2:13pm","faecal, rectal, or anal","0","1","0","0",NA,NA,"No","PCR",1,"Myotis nattereri","Myotis nattereri","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","621","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark",0.392699081698724,0.166666666666667,0,"Myotis nattereri","Myotis nattereri","VESPERTILIONIDAE"
"784",887,"detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","Lazov et al.","Viruses",2018,2,1,0.5,"Myotis nattereri","alphacoronavirus","","","","repeat","longitudinal","RNA","rtRT-PCR","single","ORF1b",NA,"faeces","Denmark","N","","Mønsted ","NA","NA","2014","","October",NA,"","","Fall",NA,"","","","","VERENA Admin","4/12/2022 2:13pm","faecal, rectal, or anal","0","1","0","0",NA,NA,"No","PCR",1,"Myotis nattereri","Myotis nattereri","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","622","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark",0.785398163397448,0.1,0.5,"Myotis nattereri","Myotis nattereri","VESPERTILIONIDAE"
"785",888,"detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","Lazov et al.","Viruses",2018,1,0,0,"Myotis nattereri","alphacoronavirus or betacoronavirus","","","","repeat","longitudinal","RNA","rtRT-PCR","single","ORF1b",NA,"faeces","Denmark","N","","Mønsted ","NA","NA","2016","","September",NA,"","","Fall",NA,"","","","","VERENA Admin","4/12/2022 2:13pm","faecal, rectal, or anal","0","1","0","0",NA,NA,"No","PCR",1,"Myotis nattereri","Myotis nattereri","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","623","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark",0.392699081698724,0.166666666666667,0,"Myotis nattereri","Myotis nattereri","VESPERTILIONIDAE"
"786",889,"detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","Lazov et al.","Viruses",2018,4,0,0,"Myotis bechsteinii","alphacoronavirus or betacoronavirus","","","","repeat","longitudinal","RNA","rtRT-PCR","single","ORF1b",NA,"faeces","Denmark","N","","Bornholm","NA","NA","2013","","August",NA,"","","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:13pm","faecal, rectal, or anal","1","0","0","0",NA,NA,"No","PCR",1,"Myotis bechsteinii","Myotis bechsteinii","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","624","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark",0.231823804500403,0.0555555555555556,0,"Myotis bechsteinii","Myotis bechsteinii","VESPERTILIONIDAE"
"787",890,"detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","Lazov et al.","Viruses",2018,1,0,0,"Myotis bechsteinii","alphacoronavirus or betacoronavirus","","","","repeat","longitudinal","RNA","rtRT-PCR","single","ORF1b",NA,"faeces","Denmark","N","","Bornholm - 1 individual","NA","NA","2015","","August",NA,"","","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:13pm","faecal, rectal, or anal","1","0","0","0",NA,NA,"No","PCR",1,"Myotis bechsteinii","Myotis bechsteinii","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","625","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark",0.392699081698724,0.166666666666667,0,"Myotis bechsteinii","Myotis bechsteinii","VESPERTILIONIDAE"
"788",1840,"detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","Lazov et al.","Viruses",2018,1,0,0,"Myotis bechsteinii","alphacoronavirus or betacoronavirus","","","","repeat","longitudinal","RNA","rtRT-PCR","single","ORF1b",NA,"roost feces","Denmark","N","","Bornholm - 1 from nest box","NA","NA","2015","","August",NA,"","","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:13pm","faecal, rectal, or anal","1","0","0","0",NA,NA,"No","PCR",1,"Myotis bechsteinii","Myotis bechsteinii","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","626","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark",0.392699081698724,0.166666666666667,0,"Myotis bechsteinii","Myotis bechsteinii","VESPERTILIONIDAE"
"789",891,"detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","Lazov et al.","Viruses",2018,3,0,0,"Myotis bechsteinii","alphacoronavirus or betacoronavirus","","","","repeat","longitudinal","RNA","rtRT-PCR","single","ORF1b",NA,"roost feces","Denmark","N","","Bornholm - 3 from next boxes","NA","NA","2016","","August",NA,"","","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:13pm","faecal, rectal, or anal","1","0","0","0",NA,NA,"No","PCR",1,"Myotis bechsteinii","Myotis bechsteinii","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","627","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark",0.261799387799149,0.0714285714285714,0,"Myotis bechsteinii","Myotis bechsteinii","VESPERTILIONIDAE"
"790",892,"detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","Lazov et al.","Viruses",2018,2,0,0,"Myotis bechsteinii","alphacoronavirus or betacoronavirus","","","","repeat","longitudinal","RNA","rtRT-PCR","single","ORF1b",NA,"faeces","Denmark","N","","Bornholm","NA","NA","2017","","September",NA,"","","Fall",NA,"","","","","VERENA Admin","4/12/2022 2:13pm","faecal, rectal, or anal","0","1","0","0",NA,NA,"No","PCR",1,"Myotis bechsteinii","Myotis bechsteinii","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","628","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark",0.307739854335194,0.1,0,"Myotis bechsteinii","Myotis bechsteinii","VESPERTILIONIDAE"
"791",893,"detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","Lazov et al.","Viruses",2018,1,0,0,"Myotis mystacinus","alphacoronavirus or betacoronavirus","","","","repeat","longitudinal","RNA","rtRT-PCR","single","ORF1b",NA,"faeces","Denmark","N","","Bornholm","NA","NA","2013","","August",NA,"","","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:13pm","faecal, rectal, or anal","1","0","0","0",NA,NA,"No","PCR",1,"Myotis mystacinus","Myotis mystacinus","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","629","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark",0.392699081698724,0.166666666666667,0,"Myotis mystacinus","Myotis mystacinus","VESPERTILIONIDAE"
"792",894,"detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","Lazov et al.","Viruses",2018,1,0,0,"Myotis mystacinus","alphacoronavirus or betacoronavirus","","","","repeat","longitudinal","RNA","rtRT-PCR","single","ORF1b",NA,"faeces","Denmark","N","","Bornholm","NA","NA","2016","","August",NA,"","","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:13pm","faecal, rectal, or anal","1","0","0","0",NA,NA,"No","PCR",1,"Myotis mystacinus","Myotis mystacinus","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","630","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark",0.392699081698724,0.166666666666667,0,"Myotis mystacinus","Myotis mystacinus","VESPERTILIONIDAE"
"793",895,"detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","Lazov et al.","Viruses",2018,2,0,0,"Myotis brandtii","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","rtRT-PCR","single","ORF1b",NA,"faeces","Denmark","N","","Bornholm","NA","NA","2013","","August",NA,"","","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:13pm","faecal, rectal, or anal","1","0","0","0",NA,NA,"No","PCR",1,"Myotis brandtii","Myotis brandtii","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","631","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark",0.307739854335194,0.1,0,"Myotis brandtii","Myotis brandtii","VESPERTILIONIDAE"
"794",896,"detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","Lazov et al.","Viruses",2018,1,0,0,"Myotis brandtii","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","rtRT-PCR","single","ORF1b",NA,"faeces","Denmark","N","","Mønsted ","NA","NA","2015","","April",NA,"","","Spring",NA,"","","","","VERENA Admin","4/12/2022 2:13pm","faecal, rectal, or anal","0","0","0","1",NA,NA,"No","PCR",1,"Myotis brandtii","Myotis brandtii","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","632","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark",0.392699081698724,0.166666666666667,0,"Myotis brandtii","Myotis brandtii","VESPERTILIONIDAE"
"795",897,"detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","Lazov et al.","Viruses",2018,2,0,0,"Nyctalus noctula","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","rtRT-PCR","single","ORF1b",NA,"faeces","Denmark","N","","Bornholm - 2 individual","NA","NA","2013","","August",NA,"","","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:13pm","faecal, rectal, or anal","1","0","0","0",NA,NA,"No","PCR",1,"Nyctalus noctula","Nyctalus noctula","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","633","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark",0.307739854335194,0.1,0,"Nyctalus noctula","Nyctalus noctula","VESPERTILIONIDAE"
"796",1841,"detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","Lazov et al.","Viruses",2018,2,0,0,"Nyctalus noctula","alphacoronavirus or betacoronavirus","","","","single","cross-sectional","RNA","rtRT-PCR","single","ORF1b",NA,"roost feces","Denmark","N","","Bornholm - 2 from nest boxes","NA","NA","2013","","August",NA,"","","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:13pm","faecal, rectal, or anal","1","0","0","0",NA,NA,"No","PCR",1,"Nyctalus noctula","Nyctalus noctula","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","634","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark",0.307739854335194,0.1,0,"Nyctalus noctula","Nyctalus noctula","VESPERTILIONIDAE"
"797",898,"detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","Lazov et al.","Viruses",2018,6,1,0.166667,"Pipistrellus pygmaeus","alphacoronavirus","","","","single","cross-sectional","RNA","rtRT-PCR","single","ORF1b",NA,"faeces","Denmark","N","","Funen, Sollerup forest","NA","NA","2013","","August",NA,"","","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:13pm","faecal, rectal, or anal","1","0","0","0",NA,NA,"No","PCR",1,"Pipistrellus pygmaeus","Pipistrellus pygmaeus","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","635","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark",0.475769664007905,0.0384615384615385,0.166666666666667,"Pipistrellus pygmaeus","Pipistrellus pygmaeus","VESPERTILIONIDAE"
"798",899,"detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","Lazov et al.","Viruses",2018,9,1,0.111111,"Pipistrellus pygmaeus","alphacoronavirus","","","","single","cross-sectional","RNA","rtRT-PCR","single","ORF1b",NA,"roost feces,faeces","Denmark","N","","Vadum - mix of individual + floor samples from colony","NA","NA","2014","","June",NA,"","","Summer",NA,"","","","","VERENA Admin","4/12/2022 2:13pm","faecal, rectal, or anal","1","0","0","0",NA,NA,"No","PCR",1,"Pipistrellus pygmaeus","Pipistrellus pygmaeus","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark","636","detection and characterization of distinct alphacoronaviruses in five different bat species in denmark",0.392699081698724,0.0263157894736842,0.111111111111111,"Pipistrellus pygmaeus","Pipistrellus pygmaeus","VESPERTILIONIDAE"
